"","PSID","Gene","Module","PCblack.cor","PCblack.pval","PCblue.cor","PCblue.pval","PCbrown.cor","PCbrown.pval","PCgreen.cor","PCgreen.pval","PCgreenyellow.cor","PCgreenyellow.pval","PCgrey.cor","PCgrey.pval","PCmagenta.cor","PCmagenta.pval","PCpink.cor","PCpink.pval","PCpurple.cor","PCpurple.pval","PCred.cor","PCred.pval","PCturquoise.cor","PCturquoise.pval","PCyellow.cor","PCyellow.pval"
"DSP","DSP","DSP","greenyellow","0.198260709124609","4.55418909145783e-07","0.520802646158729","1.42349028865352e-45","0.265652361451643","9.46529305833794e-12","0.399026088235359","9.59858308587291e-26","0.750785079317612","1.83241527137908e-116","0.301856746089928","6.92207294900643e-15","-0.490439702989154","7.4061523459007e-40","-0.390558532090255","1.21197082259843e-24","-0.0137753422300435","0.728585670133092","-0.549022725462629","1.98005742995686e-51","-0.486900818219436","3.1566724046121e-39","-0.0509972893834623","0.198644900209509"
"TMPRSS5","TMPRSS5","TMPRSS5","grey","0.203921524303168","2.08849722454833e-07","0.295340072790971","2.74516175192833e-14","0.271699990088979","3.04635168074796e-12","0.334360758417478","4.20267517269133e-18","0.184011978523074","2.93797223234986e-06","-0.0150375075201042","0.704832290482375","-0.111045423777955","0.00501860255045816","-0.0630451061866336","0.111915316525781","0.0194607473915871","0.623957862380231","-0.212988516190729","5.71730395797909e-08","-0.265509072460077","9.7196340814295e-12","0.132910782826915","0.000771398735470623"
"SNCB","SNCB","SNCB","grey","-0.0403675648109955","0.309036964355354","-0.0124330704600744","0.75413457571013","-0.243442975181135","4.78309070540057e-10","-0.0853440975781349","0.0312646843555532","0.0163559872435794","0.680322400875174","0.347402684774244","1.65966460639275e-19","-0.22037208131588","1.90678544598891e-08","-0.284169895598403","2.6863486647423e-13","-0.182078332563417","3.74346058454981e-06","-0.114554401322866","0.00379062618659919","0.0988525001125441","0.0125552945776365","-0.37600196634468","8.0051228618255e-23"
"IL6","IL6","IL6","grey","0.0114860206938556","0.772325627678562","0.182736212675805","3.44823066275851e-06","0.0529371458597745","0.182077806155314","0.131389832848365","0.000887244211295253","0.111518497185745","0.00483440376116542","0.108207406315461","0.00626274345508799","-0.140876235634798","0.000361956783185859","-0.145039986043893","0.000239820296033666","-0.0190859954258764","0.630654087019427","-0.17463853429088","9.28741892982672e-06","-0.121658640255913","0.00209849188256339","-0.0470546939134226","0.235649481585678"
"IGF2","IGF2","IGF2","grey","0.188955390601009","1.56318293228418e-06","0.367703701181922","7.95055843719307e-22","0.280670681451962","5.37660219023758e-13","0.336180320757376","2.70201914746416e-18","0.568571685303057","7.94902309033398e-56","0.0872890982508508","0.0275978226490009","-0.295492262091682","2.65930072910093e-14","-0.212647129884489","6.00942171997133e-08","0.100385517889695","0.0112432578891637","-0.360186869026399","6.00922390516616e-21","-0.394705590173887","3.53274406963206e-25","0.0685302963934527","0.0839413461405547"
"MT1JP","MT1JP","MT1JP","green","0.243680366425489","4.59573036004862e-10","0.466340283797087","1.0357416489864e-35","0.42959251991272","5.40832758211054e-30","0.565455074017485","4.17782849346446e-55","0.244715650696773","3.85885469262e-10","-0.0324567463883284","0.413484090534767","-0.106888074875098","0.00693032783836233","-0.072416190541126","0.0677733524377318","0.0401562632490099","0.311578297625721","-0.304153521341498","4.22399728159701e-15","-0.412451331817189","1.47825632380625e-27","0.246676138295151","2.7655595124907e-10"
"SLC1A7","SLC1A7","SLC1A7","grey","0.180894323519843","4.33671940397491e-06","0.201907536895854","2.76314905509452e-07","0.19322890240729","8.9382514084689e-07","0.227961191549917","5.92126298600999e-09","0.07418875423784","0.0612977915857131","-0.0335672229152851","0.397679513987698","-0.0188193394672715","0.63543734373401","-0.0222849803755739","0.574516367572469","0.0691826958131436","0.0810277504007569","-0.130380903424444","0.000972752349510696","-0.164539055479667","3.00487897741043e-05","0.119980066295904","0.0024199457992245"
"FAM20A","FAM20A","FAM20A","greenyellow","0.222474902076323","1.38478584432512e-08","0.47787328928509","1.1815665013422e-37","0.287373725012249","1.41097737416023e-13","0.402600134785483","3.21909493282789e-26","0.620639897446508","4.27398809031339e-69","0.229103581109981","4.94758264948831e-09","-0.426209938902889","1.67908220339773e-29","-0.347081628136491","1.80041329139486e-19","0.00786462180564132","0.842961127275101","-0.505899490748939","1.07384555681991e-42","-0.463092340456303","3.54120735941432e-35","-0.00674369633598818","0.865111716944386"
"CXCL2","CXCL2","CXCL2","grey","0.10193970682261","0.0100385612078956","0.204467400714009","1.93495480855146e-07","0.156637800766343","7.18344680185723e-05","0.180802404053012","4.38635694112341e-06","0.184226163310659","2.85972501279427e-06","0.00402415739615055","0.919259871979898","-0.0734630000966009","0.0638845162180289","-0.0153722722105309","0.698578937262066","0.0173763442503509","0.661581455988927","-0.139953141408361","0.00039594741981031","-0.199967118255603","3.60886522303384e-07","0.100328030835676","0.0112901759618126"
"BAG3","BAG3","BAG3","purple","0.087654403196152","0.0269520658079673","0.191320777004547","1.14899239630023e-06","0.444698111616466","2.92974488124958e-32","0.318599912499909","1.70758499484768e-16","0.0708849261218351","0.0738098733565004","-0.354197066636596","2.89904684250705e-20","0.0953684103138467","0.0160510666077769","0.18113142547863","4.21114827094648e-06","0.823160869269417","3.18156835145429e-158","-0.0139162740975079","0.725919968293638","-0.305232396429471","3.34427328548649e-15","0.380719806021103","2.10639735618482e-23"
"CYP1B1","CYP1B1","CYP1B1","blue","0.274462174700428","1.79793698172363e-12","0.503785745590157","2.67719650641132e-42","0.27307570410498","2.34448902853745e-12","0.400407204509768","6.30290319316821e-26","0.573771204356212","4.79519597402266e-57","0.170078377512951","1.59145523460001e-05","-0.380464143539686","2.26571476026949e-23","-0.263425349684768","1.42670866506377e-11","0.00220073255301382","0.955791951143504","-0.452536390678821","1.75890993572238e-33","-0.450327397858812","3.9150175648417e-33","0.0265985949013202","0.502782434346683"
"ADM","ADM","ADM","grey","0.184449420118634","2.78028861615836e-06","0.399240365432435","8.99338343139314e-26","0.214891295293035","4.32424338962224e-08","0.328782674422804","1.59846413788716e-17","0.476163840879907","2.31802093465559e-37","0.164306520490697","3.08476024980972e-05","-0.346651382027445","2.00762706543414e-19","-0.226330951090432","7.63907865309237e-09","0.00052543535795522","0.989440032368795","-0.376969111285158","6.0992661766323e-23","-0.372779736548492","1.96766855751919e-22","0.00329605732080066","0.93383121544334"
"CRYBB2","CRYBB2","CRYBB2","grey","-0.22451940116607","1.01155546764233e-08","-0.245993086322162","3.10692699926298e-10","-0.187734135701417","1.8297170970784e-06","-0.22998480251842","4.3045398565966e-09","-0.180322826190677","4.65426727326133e-06","-0.0243070307448098","0.540294797556489","0.145232092682672","0.000235245479774346","0.0782924939535715","0.0482494543374885","-0.0415954878027738","0.29453984474652","0.227377599708094","6.48802703447004e-09","0.269074436375113","5.00095568916146e-12","-0.084816500907883","0.0323285016088625"
"FMOD","FMOD","FMOD","greenyellow","0.33317396758516","5.59709331756322e-18","0.570181604726115","3.34996697489448e-56","0.335447011321767","3.22964883643033e-18","0.474950030902378","3.73182884876707e-37","0.812429866249658","6.57129658270168e-151","0.219664339092596","2.12200874294947e-08","-0.445328158346041","2.34319464404377e-32","-0.357821606502268","1.12313917127668e-20","0.00420230050516376","0.91569864995702","-0.549549726293944","1.5203439230536e-51","-0.535639165340844","1.39089331392958e-48","0.0178427191873861","0.653084593568329"
"DNAJB1","DNAJB1","DNAJB1","purple","-0.0483143611179953","0.223332095505234","-0.0108108159528112","0.785372359876946","0.331300806765562","8.77538125810495e-18","0.120857790431088","0.00224664086366372","-0.092922673414514","0.0189897038002991","-0.403028289798131","2.82166945382196e-26","0.198239876788789","4.56708568467194e-07","0.289869143487971","8.49616329848065e-14","0.828143586341758","8.61707683145391e-162","0.152109816835071","0.000116210260297003","-0.15538996752573","8.21267213926769e-05","0.356116354481718","1.75730287126597e-20"
"MBP","MBP","MBP","grey","-0.263866421699889","1.31575100279642e-11","-0.246302004169302","2.94773836468597e-10","-0.408207254520924","5.64487157464697e-27","-0.357221153036215","1.31529972962305e-20","-0.103475532139202","0.00896217628598089","0.316873314851559","2.52903587416273e-16","-0.141037053479526","0.000356321043613552","-0.14899024372313","0.000160623572287572","-0.225449316986218","8.76030280760848e-09","0.0853624383149545","0.0312282485271818","0.29488506619172","3.01841353790545e-14","-0.383226450688632","1.0270533803066e-23"
"VGF","VGF","VGF","turquoise","-0.47955553496485","6.06510481226451e-38","-0.715935230698842","3.62169421559142e-101","-0.50313434997194","3.54311233914074e-42","-0.660345266583503","4.97953881159381e-81","-0.549277160370786","1.74304657105791e-51","-0.179531931424863","5.13056249241077e-06","0.44119052880661","1.00755092933955e-31","0.387802687441006","2.72319831670134e-24","-0.11669591588438","0.00318216246127701","0.686610816014081","5.5822125542309e-90","0.706523668033512","1.99842614025804e-97","-0.120608991913469","0.00229457612406983"
"IRX3","IRX3","IRX3","grey","0.24155811278869","6.55920707152369e-10","0.356164981585451","1.73507810941719e-20","0.396595669784456","2.00250473651224e-25","0.389764321198695","1.53164522132558e-24","0.394560476799144","3.68956149575668e-25","-0.0973625222740576","0.0139582733827112","-0.11063514193742","0.00518345276253733","-0.00268044353909385","0.946168868039106","0.142181090776426","0.000318530841293344","-0.241233923385339","6.92346865927234e-10","-0.394858076942795","3.37505674499773e-25","0.265413062675799","9.89377813786233e-12"
"TMEM30B","TMEM30B","TMEM30B","grey","0.103037055308897","0.00925847459542249","0.344048383738872","3.86682921663723e-19","0.153118698375183","0.000104519827863115","0.234668234440206","2.03437495861642e-09","0.471696564347882","1.32483570567945e-36","0.228643106901528","5.31975308645379e-09","-0.363956925328171","2.19359707086495e-21","-0.241788446265342","6.31180866160734e-10","-0.0320690492321889","0.419088090417136","-0.362906151639907","2.90888268677121e-21","-0.324249484336728","4.63953598373546e-17","-0.0444807549534632","0.262290674783635"
"G0S2","G0S2","G0S2","purple","-0.00632579601105775","0.873397945056882","-0.00258198582260665","0.948143353553377","0.332917726992732","5.95331259118791e-18","0.134744094046551","0.000650417732722737","-0.0833476063552194","0.0354546494018074","-0.397337081972174","1.60114122467939e-25","0.23122977350998","3.53249838385903e-09","0.274503529495834","1.78371749189753e-12","0.727932847040316","3.64864694479181e-106","0.134676423238737","0.00065455093393474","-0.164611367340512","2.98044061663329e-05","0.366023933731232","1.25521671147358e-21"
"SYTL4","SYTL4","SYTL4","green","0.343592158339166","4.33485167194153e-19","0.591180010818172","2.72103267342243e-61","0.550896449011419","7.72344554349978e-52","0.648541281378906","2.70272879929407e-77","0.462554175322504","4.33573674634707e-35","-0.071577238202397","0.0710284288009592","-0.195305556136476","6.7813608416043e-07","-0.102171029028606","0.00986942263165039","0.156819839381742","7.04389034518033e-05","-0.401406407955776","4.64354272398432e-26","-0.559974236349619","7.40995232909202e-54","0.296599154615361","2.10934134165544e-14"
"VCAM1","VCAM1","VCAM1","greenyellow","0.318231827823635","1.85711510346592e-16","0.541635769782146","7.65007653538978e-50","0.232649337999059","2.81577695769412e-09","0.393193197751532","5.54934376161065e-25","0.787822975377214","8.77604438067316e-136","0.312810579288544","6.30900844127422e-16","-0.475131025100417","3.47645962893757e-37","-0.393904279046169","4.48904430323213e-25","-0.0325024819216229","0.412825933963444","-0.548905276449373","2.10000531564423e-51","-0.47428392066653","4.84238323601817e-37","-0.0740768628722405","0.0616908581625653"
"FOXJ1","FOXJ1","FOXJ1","purple","0.15698075040136","6.92266529838631e-05","0.197101618829422","5.32773445874506e-07","0.453743238422674","1.13323569704146e-33","0.325962529023636","3.10822331300719e-17","0.0696301404287195","0.0790772386776574","-0.339510042689546","1.19485776722937e-18","0.147879141693624","0.000179975772666849","0.188516510845326","1.65436864762727e-06","0.632818613759403","1.43051880896686e-72","-0.0236403870826869","0.551464034076443","-0.292618408602823","4.83036849988808e-14","0.398079364487132","1.2791609079047e-25"
"ZNF423","ZNF423","ZNF423","yellow","0.232107305624644","3.07098611776166e-09","0.233289840014135","2.54069796072964e-09","0.562792332918215","1.70057620206061e-54","0.431907673093897","2.47225470724571e-30","0.107382020392523","0.00667326424860355","-0.46492816532853","1.77044127986784e-35","0.238311472652831","1.12302880783097e-09","0.357534562959883","1.21127138076696e-20","0.271936986433472","2.91228050676735e-12","0.0167881700309523","0.67235958111235","-0.319366667952305","1.43310474805118e-16","0.61543249620066","1.17647999842672e-67"
"ANGPTL4","ANGPTL4","ANGPTL4","grey","0.0781917133281859","0.0485395066116454","0.283803080346389","2.89035491477665e-13","0.174891582138275","9.01028867462663e-06","0.299205860164385","1.21748004450931e-14","0.213969513585099","4.95225668910371e-08","0.0626360963846188","0.114265054384086","-0.173819332214439","1.02413844982747e-05","-0.152026945271872","0.000117223317158858","-0.0515764117826397","0.193587805436395","-0.227238734308199","6.63045023100505e-09","-0.210001795451436","8.81681247933831e-08","0.0307378014513709","0.438666904206501"
"CHI3L1","CHI3L1","CHI3L1","grey","0.233267697297403","2.54975611476169e-09","0.290407942633186","7.60974699524798e-14","0.264153057444308","1.2482126577015e-11","0.327207486992709","2.31946980338327e-17","0.146953130982557","0.000197753622582249","-0.055742577015321","0.159959286568024","-0.117625101259901","0.00294693375329239","-0.0813876878803624","0.0400235788599281","0.0636820270243353","0.108332148558902","-0.200376304670302","3.41201582287539e-07","-0.267203604006204","7.09612721814316e-12","0.125614231725961","0.0014894864918636"
"SERPINA3","SERPINA3","SERPINA3","grey","0.235799332066541","1.69345288376482e-09","0.390877873162616","1.10289839720858e-24","0.256981354327757","4.57757294396014e-11","0.35959804666408","7.02504141466947e-21","0.270004889069875","4.19789194803183e-12","0.054109878486848","0.172571134407686","-0.229995591667696","4.29719336625356e-09","-0.178812590203767","5.60390952582693e-06","0.05250475438445","0.185679020621939","-0.307737450286949","1.93722862647972e-15","-0.320143469415775","1.19936902186551e-16","0.060562564685458","0.126778504146574"
"SLC14A1","SLC14A1","SLC14A1","blue","0.248157528714063","2.14601778055311e-10","0.494842385778293","1.1910229076717e-40","0.262277490738153","1.76009250647792e-11","0.44586577656307","1.9357949450697e-32","0.331894969760395","7.61135046608207e-18","0.175047740561867","8.84322122484894e-06","-0.277822815561628","9.38935346454346e-13","-0.267971317913584","6.14897527177941e-12","0.0109441180257919","0.782791715202586","-0.417702900848577","2.74204985296883e-28","-0.394443471099452","3.8209991055511e-25","0.0179341527965877","0.651423975056075"
"SNAP25","SNAP25","SNAP25","turquoise","-0.408324230468409","5.44160721710209e-27","-0.531583866200511","9.56986400515154e-48","-0.580795684066959","9.95982410835699e-59","-0.562575903957883","1.90504676586983e-54","-0.347323796488447","1.69320907775025e-19","0.195318061760898","6.77003139673595e-07","0.0707668273532665","0.0742931037827715","-0.0515920445685432","0.193452614224262","-0.27305793163292","2.35245640765596e-12","0.337557853272116","1.93020494745072e-18","0.638480893207893","3.06239603087594e-74","-0.443250714077308","4.88593807222883e-32"
"MT1L","MT1L","MT1L","green","0.31205905600055","7.45988318198592e-16","0.518360393621845","4.31251439168256e-45","0.483562115820184","1.22050428689278e-38","0.582769318227664","3.29701150290176e-59","0.257995369656175","3.8183939723646e-11","-0.117252015760242","0.00303941202139782","-0.110304406843952","0.00531987756361326","-0.0359660019681649","0.364802920060825","0.119323845405885","0.00255739706995591","-0.302306902728313","6.28554067623741e-15","-0.474708704938754","4.10146673991491e-37","0.308382193263348","1.68183007472963e-15"
"IL18RAP","IL18RAP","IL18RAP","grey","0.266007343379608","8.86288528149189e-12","0.329020861063376","1.51067846430131e-17","0.174353001551643","9.60987875410337e-06","0.268993882478542","5.07715941544113e-12","0.214212357475429","4.77873801790406e-08","0.0956561993016229","0.0157329837020955","-0.230634958615099","3.8829131026086e-09","-0.1614487281988","4.24610116501849e-05","-0.0727636675257542","0.0664615055810384","-0.286825379179685","1.57628939821085e-13","-0.29330236515034","4.19328920550088e-14","0.0229059020598538","0.563899557080142"
"SLCO4A1","SLCO4A1","SLCO4A1","green","0.342516730461142","5.67041279350231e-19","0.56929856390438","5.38435965140751e-56","0.533336374777423","4.17179980364719e-48","0.638117700490516","3.92821760855672e-74","0.324840423605388","4.04193086714562e-17","-0.11253493630274","0.00445912229786456","-0.137028608160985","0.000524298832342917","-0.0585163627871165","0.140145402362361","0.17511403098154","8.77319641508621e-06","-0.332404285979043","6.73558784856576e-18","-0.515696549062438","1.43003152584328e-44","0.30130615383928","7.78713172472747e-15"
"ENSA","ENSA","ENSA","turquoise","-0.4670244305655","7.98100943796199e-36","-0.564282068500596","7.76600030425306e-55","-0.601535578904534","6.08101783771541e-64","-0.577705344300979","5.5398214581658e-58","-0.444708776093723","2.91869867742241e-32","0.155283042500954","8.30705110198795e-05","0.215564770611311","3.91485259783901e-08","-0.0167781317982513","0.672544121084098","-0.291744626288667","5.7837993525125e-14","0.40129650027782","4.80249525015586e-26","0.66996918609654","3.34564815918501e-84","-0.405204323382854","1.44001030535789e-26"
"MKNK2","MKNK2","MKNK2","purple","0.140116296132934","0.000389730985330671","0.122839711788544","0.00189626800697851","0.546136112763383","8.34701462915357e-51","0.291830621225064","5.68232063403864e-14","0.0127608796230332","0.747868978970592","-0.530401481822172","1.67106425288932e-47","0.225831482898956","8.25594684178856e-09","0.352735971712934","4.23415923068693e-20","0.842690746828859","6.68453319996471e-173","0.0898514788303893","0.0233363103809565","-0.313621042478266","5.26320229071089e-16","0.554431124623993","1.28653458912756e-52"
"MGAT5B","MGAT5B","MGAT5B","yellow","0.0352746900824044","0.374099324411764","-0.10352343729373","0.00893032213755104","0.284410382561117","2.56033029162439e-13","0.0630373577676577","0.111959474647136","-0.211736604765759","6.86084708058082e-08","-0.5293059280977","2.79544185424642e-47","0.455611540550835","5.71800692220712e-34","0.663112488640968","6.26622392792376e-82","0.190698710440891","1.24634480655926e-06","0.367505018160425","8.39297874449723e-22","-0.0275980042826811","0.486863240459135","0.593842318113178","5.78663954693532e-62"
"CAMK2N1","CAMK2N1","CAMK2N1","pink","-0.117127726803453","0.00307080155462791","-0.319358232213277","1.43587428332874e-16","-0.00992707719136962","0.802539277207853","-0.21535099138194","4.04056210290888e-08","-0.305689258767317","3.02849186646736e-15","-0.36976966257738","4.51722937658837e-22","0.418313191338321","2.25011324506465e-28","0.594064800910841","5.08111541612259e-62","0.107132602352036","0.00680197984682905","0.494666561059433","1.28185232531539e-40","0.211566816531852","7.03202000247709e-08","0.316628760899948","2.67316182086421e-16"
"ANGPT2","ANGPT2","ANGPT2","blue","0.33442000965558","4.14284842664106e-18","0.535897439131572","1.22902842164669e-48","0.341961881992134","6.51052352108667e-19","0.512820309757256","5.15611159145484e-44","0.353691835310273","3.30551252903822e-20","0.0843133803006116","0.033371636166475","-0.228200280280448","5.70321206176421e-09","-0.200116436053212","3.53579733580247e-07","-0.0254183190913591","0.521930254532576","-0.383878156237189","8.51227816411885e-24","-0.430797129106241","3.60163569513273e-30","0.107705346062786","0.00650966067703018"
"JUNB","JUNB","JUNB","grey","0.138570583413866","0.000452459095412292","0.201232889428027","3.0328640051352e-07","0.224579489562684","1.0022158038068e-08","0.238617513422106","1.06787711547108e-09","0.19247228925351","9.87709536794873e-07","-0.0727181929731031","0.0666319920304289","-0.0488486762312881","0.218248662316915","0.0284527387392812","0.473467058611428","-0.0256300279385879","0.518468340109872","-0.128270458032363","0.00117676312154766","-0.223396059170293","1.20252027237959e-08","0.175823718178285","8.05590949705607e-06"
"AHNAK","AHNAK","AHNAK","grey","0.12577244109784","0.00146890674672411","0.353968334183858","3.07656450797562e-20","0.103185149102083","0.00915743984539846","0.291264376095484","6.3840608269484e-14","0.268365855084202","5.71150343992832e-12","0.257616129905473","4.08671816582486e-11","-0.270855783913741","3.57480895493737e-12","-0.266065025286884","8.76860505999064e-12","-0.063895463693838","0.107151873855504","-0.324758579151534","4.1199394898975e-17","-0.250282201419949","1.48731013294094e-10","-0.0998053002221412","0.0117248244273072"
"GEM","GEM","GEM","green","0.366124295451255","1.22152511072477e-21","0.497311092864516","4.22478826412247e-41","0.530368769829689","1.69698178768583e-47","0.606032159492539","4.00391898717474e-65","0.262760454770218","1.6114489555847e-11","-0.164033293347049","3.18119266975878e-05","-0.0799489557837417","0.0436864459021707","-0.00236438030567939","0.952508356527076","0.202206817969015","2.65104243596752e-07","-0.276823282174316","1.14013160039635e-12","-0.472310737819509","1.04410153022021e-36","0.340211258810656","1.00493640859036e-18"
"CTGF","CTGF","CTGF","grey","0.277600442069531","9.80447860915731e-13","0.381925761624958","1.49210336074082e-23","0.222868405197443","1.30386599107072e-08","0.359550434193225","7.11422371317111e-21","0.402456124157571","3.36483435958075e-26","0.10382810644584","0.00873008539301068","-0.204901978941323","1.82055791800477e-07","-0.216004804267388","3.6678969560222e-08","-0.00218420336713401","0.956123652059029","-0.311899416736478","7.72971287211694e-16","-0.298714773309767","1.35087208240748e-14","0.0307259727122582","0.438843188891402"
"FRMPD2","FRMPD2","FRMPD2","turquoise","-0.483389196368852","1.30852321660954e-38","-0.707093328281055","1.19797912976794e-97","-0.488390377900022","1.71832238873058e-39","-0.636608273916603","1.10165188876126e-73","-0.577600928121338","5.8686394498582e-58","-0.174903314163501","8.99763325925995e-06","0.464733399914026","1.90593997966566e-35","0.369992880997829","4.24851928569226e-22","-0.104554612157898","0.0082686701877509","0.690479199254087","2.22654908815613e-91","0.726398898781803","1.64372289375023e-105","-0.129188691488154","0.00108358280340496"
"HLA-DRB3","HLA-DRB3","HLA-DRB3","black","0.496992959928336","4.83076652149736e-41","0.335908317065495","2.88700247204135e-18","0.150423382915635","0.000138539439831432","0.247096414162103","2.57398369862654e-10","0.314695194333283","4.13577432708263e-16","0.158727343011863","5.72751064307931e-05","-0.246544245822713","2.82849424924782e-10","-0.211669631850414","6.92787974671706e-08","-0.0406626166396444","0.305511294835017","-0.332612909422739","6.40622073467066e-18","-0.268321428677685","5.75920162752337e-12","-0.0150334187637816","0.704908792000298"
"HPR","HPR","HPR","grey","0.174227800080178","9.75461224984304e-06","0.275488681183003","1.47572599273838e-12","0.228606760281354","5.35025999089187e-09","0.310228269371243","1.11980279124922e-15","0.188211776399058","1.7206603123339e-06","-0.0215802167219271","0.586679872980204","-0.0692969043032358","0.0805262238855357","-0.0740807299141204","0.0616772388719208","0.0145366673729619","0.714225064156867","-0.199885802663157","3.64926583877067e-07","-0.254237021531438","7.4485219065596e-11","0.123586132099682","0.00177784303420637"
