"","Gene","modulesA1"
"80","FKBP5","blue"
"81","CFH","greenyellow"
"82","GADD45B","grey"
"83","GBP3","grey"
"84","HIST1H1C","brown"
"85","IER3","grey"
"86","AHDC1","yellow"
"87","DDIT4L","green"
"88","PRELP","greenyellow"
"89","MRVI1","grey"
"90","SPON2","turquoise"
"91","TLN1","brown"
"92","RGS4","turquoise"
"93","COL1A2","greenyellow"
"94","LILRB3","grey"
"95","CX3CR1","black"
"96","AGTR1","greenyellow"
"97","SERPINA5","grey"
"98","THSD4","greenyellow"
"99","AQP1","grey"
"100","S100A1","yellow"
"101","MICB","purple"
"102","GADD45G","green"
"103","COL6A3","greenyellow"
"104","ALKBH7","grey"
"105","HLA-DPA1","black"
"106","C12orf53","pink"
"107","GJA1","blue"
"108","CXCL12","turquoise"
"109","LHX1","grey"
"110","TGFBI","black"
"111","RAB3A","pink"
"112","CD24","grey"
"113","SYT1","turquoise"
"114","CTXN1","pink"
"115","SLC1A2","grey"
"116","S100A11","brown"
"117","PLA1A","blue"
"118","PEX6","grey"
"119","CD68","black"
"120","MBNL1","grey"
"121","ADARB2","grey"
"122","AEBP1","green"
"123","CXCR4","blue"
"124","CASP8","grey"
"125","GSTM1","grey"
"126","TIMP1","blue"
"127","KLF2","grey"
"128","MT1X","green"
"129","IMPDH2","turquoise"
"130","CHORDC1","purple"
"131","PCSK7","grey"
"132","APOC2","grey"
"133","AZGP1","green"
"134","KLF15","brown"
"135","TRPM4","grey"
"136","FCGR3A","black"
"137","MTA2","yellow"
"138","SLC35E2","grey"
"139","PSPH","grey"
"140","MYOT","green"
"141","RBM3","turquoise"
"142","FMN2","turquoise"
"143","PDK4","blue"
"144","PVALB","turquoise"
"145","FOXC1","greenyellow"
"146","COLEC11","grey"
"147","BCAS1","grey"
"148","PRKY","grey"
"149","FAM107A","blue"
"150","CDKN1A","grey"
"151","STON1","grey"
"152","RGL3","grey"
"153","TRIP10","brown"
"154","AIF1","black"
"155","CAPS","blue"
"156","CFI","grey"
"157","STX11","blue"
"158","KDR","grey"
"159","RPS26","grey"
"160","CD44","grey"
"161","MYBPC1","grey"
"162","RAC3","grey"
"163","CNTFR","yellow"
"164","IGFBP5","grey"
"165","AXL","brown"
"166","TRIM4","grey"
"167","GAP43","red"
"168","TSPAN8","grey"
"169","PITPNB","turquoise"
"170","P4HA2","purple"
"171","CXorf36","grey"
"172","CD99","blue"
"173","GBP2","grey"
"174","POMC","grey"
"175","HES1","grey"
"176","MRGPRF","blue"
"177","SLC16A1","grey"
"178","HMBOX1","grey"
"179","IL10RA","black"
"180","ABCA6","grey"
"181","CSDA","grey"
"182","GPR4","green"
"183","GRIA3","grey"
"184","ALAS2","grey"
"185","HLA-DMB","black"
"186","IGF1","turquoise"
"187","F3","grey"
"188","GBP1","grey"
"189","PTK2B","yellow"
"190","S100A10","blue"
"191","ADAMTS1","blue"
"192","NR4A2","turquoise"
"193","ADORA3","black"
"194","RLBP1","grey"
"195","GJA4","green"
"196","CAMK2A","grey"
"197","FPR1","black"
"198","IFITM1","blue"
"199","CPXM2","greenyellow"
"200","NTRK2","pink"
"201","TYROBP","black"
"202","OTOS","blue"
"203","EBI3","black"
"204","GPR26","pink"
"205","TSPAN10","grey"
"206","COL1A1","greenyellow"
"207","TWIST1","brown"
"208","SLAMF8","grey"
"209","NPY","turquoise"
"210","DUSP1","blue"
"211","FAM46A","purple"
"212","DTNA","grey"
"213","RAPGEF5","grey"
"214","TMTC1","grey"
"215","HMOX1","grey"
"216","A4GALT","green"
"217","SPRY4","red"
"218","ANXA3","blue"
"219","ANXA2","greenyellow"
"220","PLA2G5","turquoise"
"221","KCNC3","grey"
"222","BCL3","green"
"223","APOC1","grey"
"224","KRT19","greenyellow"
"225","HLA-DQB1","grey"
"226","GAPDH","turquoise"
"227","ADAM33","green"
"228","ZFP36","grey"
"229","TLR2","black"
"230","HYAL2","blue"
"231","CYBB","black"
"232","DIO2","turquoise"
"233","LCP1","black"
"234","AHSA2","grey"
"235","IL3RA","brown"
"236","CITED2","red"
"237","COL8A2","black"
"238","SPIRE1","grey"
"239","SV2C","grey"
"240","WISP2","grey"
"241","MOBP","grey"
"242","H1F0","grey"
"243","RGS18","black"
"244","RGS10","black"
"245","DNAJB6","purple"
"246","HSD11B1","grey"
"247","HSPH1","purple"
"248","IL17RB","green"
"249","CLEC2B","blue"
"250","NFKBIA","brown"
"251","TINAGL1","brown"
"252","CD69","grey"
"253","ACRC","purple"
"254","KLRG1","yellow"
"255","ANXA2P1","greenyellow"
"256","SERPINA6","grey"
"257","TREM2","black"
"258","GAD1","turquoise"
"259","PRR12","yellow"
"260","OR7E91P","turquoise"
"261","TMEM144","grey"
"262","CBLN1","turquoise"
"263","CORT","turquoise"
"264","CD14","black"
"265","VASN","grey"
"266","RARA","yellow"
"267","IFI30","black"
"268","KRT18","grey"
"269","LMO3","turquoise"
"270","DLL1","grey"
"271","DUSP2","turquoise"
"272","PLSCR1","blue"
"273","CRB2","brown"
"274","FN1","blue"
"275","CASP6","green"
"276","IFITM2","blue"
"277","ARRDC2","green"
"278","PDE4DIP","green"
"279","EDIL3","grey"
"280","DCN","greenyellow"
"281","HSPA12A","grey"
"282","DLG4","grey"
"283","SCN3B","turquoise"
"284","BIRC5","grey"
"285","CYBRD1","blue"
"286","MUC4","grey"
"287","GLUL","blue"
"288","RAB5C","grey"
"289","C1orf64","blue"
"290","SPTBN1","grey"
"291","TUBB6","blue"
"292","TBXAS1","black"
"293","EFHD1","brown"
"294","SUSD3","black"
"295","MX2","grey"
"296","CCR5","black"
"297","C10orf54","brown"
"298","ITPKB","green"
"299","C10orf116","blue"
"300","JUN","grey"
"301","RHBDF2","black"
"302","TNFRSF8","grey"
"303","FAM89A","green"
"304","CXCL5","grey"
"305","DMBT1","grey"
"306","CHGB","turquoise"
"307","GPSM3","black"
"308","PGAM2","grey"
"309","TRIO","brown"
"310","FOLH1","turquoise"
"311","AGXT2L1","grey"
"312","PEG10","grey"
"313","DUSP6","turquoise"
"314","NPNT","grey"
"315","FGFRL1","brown"
"316","ZNF576","grey"
"317","FAM101A","grey"
"318","RSAD2","grey"
"319","POMZP3","grey"
"320","CTSC","black"
"321","TP53INP2","grey"
"322","COLEC12","grey"
"323","SLC1A3","green"
"324","ATCAY","turquoise"
"325","JUP","green"
"326","HIST1H3D","brown"
"327","B2M","grey"
"328","FCER1G","black"
"329","TCF7","brown"
"330","CLDN11","grey"
"331","HCN1","grey"
"332","STAB1","black"
"333","C1QTNF3","grey"
"334","GJB6","grey"
"335","HLA-C","grey"
"336","C20orf141","blue"
"337","USP31","grey"
"338","TFPI","greenyellow"
"339","TPM2","green"
"340","TPD52L1","green"
"341","EPN3","grey"
"342","WNT6","greenyellow"
"343","LAMB3","grey"
"344","NCALD","turquoise"
"345","LRRC32","blue"
"346","PLTP","blue"
"347","PI16","green"
"348","TNFRSF12A","grey"
"349","FOLR2","black"
"350","KIAA1370","grey"
"351","PHLDA2","grey"
"352","ACSL5","blue"
"353","ISG20","grey"
"354","PLAT","grey"
"355","KCNQ3","grey"
"356","HAPLN2","blue"
"357","SNED1","blue"
"358","VWF","blue"
"359","SPSB2","grey"
"360","UBC","turquoise"
"361","PER2","turquoise"
"362","SLC2A5","black"
"363","FGF12","turquoise"
"364","KIAA1609","grey"
"365","SOX18","grey"
"366","OCLN","grey"
"367","C1orf162","black"
"368","GALNTL2","blue"
"369","C12orf34","yellow"
"370","PPM1J","grey"
"371","GPR146","green"
"372","CIRBP","turquoise"
"373","SDC4","grey"
"374","MET","grey"
"375","PPP1R3C","grey"
"376","HVCN1","green"
"377","SLC10A4","turquoise"
"378","RGPD2","grey"
"379","ECHDC3","green"
"380","C3","black"
"381","CH25H","grey"
"382","IL21R","grey"
"383","QRSL1","grey"
"384","CCND1","greenyellow"
"385","FBLN1","greenyellow"
"386","UBE2G1","grey"
"387","MYCT1","brown"
"388","HSP90AA1","purple"
"389","ID1","grey"
"390","PRKACB","turquoise"
"391","UHMK1","grey"
"392","MDGA1","yellow"
"393","IL10","grey"
"394","LY86","black"
"395","TFF1","grey"
"396","LRP4","green"
"397","CA4","turquoise"
"398","GLDN","turquoise"
"399","ST8SIA3","turquoise"
"400","SEMA3G","turquoise"
"401","TNNT1","grey"
"402","KIF1C","brown"
"403","THBS2","grey"
"404","RORA","grey"
"405","INHBA","grey"
"406","NR4A1","grey"
"407","KHDRBS2","turquoise"
"408","SPARCL1","grey"
"409","EVI2A","grey"
"410","NNMT","grey"
"411","CRLF1","grey"
"412","HAVCR2","black"
"413","ERBB4","grey"
"414","SCN2B","grey"
"415","ANKRD2","grey"
"416","APCDD1","blue"
"417","PDPN","grey"
"418","C12orf39","grey"
"419","RTN1","turquoise"
"420","DFNB31","brown"
"421","EPHX1","brown"
"422","PI4K2B","grey"
"423","TYMS","grey"
"424","RASSF8","green"
"425","OR2H1","grey"
"426","SEMA4C","grey"
"427","GRRP1","grey"
"428","ARID5A","brown"
"429","CD300A","black"
"430","FYB","black"
"431","DAB2","greenyellow"
"432","IGFBP2","greenyellow"
"433","AKR1C3","green"
"434","PMP2","grey"
"435","SLC2A14","grey"
"436","PVRL3","turquoise"
"437","CDK5R2","turquoise"
"438","KRTAP1-3","grey"
"439","FKBP10","grey"
"440","BTG2","grey"
"441","PPP1R1B","green"
"442","CLDN5","blue"
"443","IFI16","blue"
"444","PDE6B","grey"
"445","PLSCR4","blue"
"446","PKP3","turquoise"
"447","SLC38A2","green"
"448","MRO","grey"
"449","TFF3","grey"
"450","ZNF652","grey"
"451","TNFSF10","grey"
"452","KCNJ16","grey"
"453","LTBR","brown"
"454","FGF2","blue"
"455","RAB3IP","grey"
"456","RGS2","purple"
"457","PAPLN","grey"
"458","LNPEP","grey"
"459","PDGFB","grey"
"460","EMILIN2","blue"
"461","RGMB","grey"
"462","KCNIP3","turquoise"
"463","PCP4L1","turquoise"
"464","CA14","turquoise"
"465","CA2","grey"
"466","KCNK5","grey"
"467","FLT1","blue"
"468","ISLR","greenyellow"
"469","HIPK2","grey"
"470","NRN1","turquoise"
"471","TTC12","grey"
"472","LIX1","grey"
"473","C16orf48","grey"
"474","ITGB2","black"
"475","CACNB1","turquoise"
"476","AQP4","green"
"477","PTPRC","black"
"478","THOC3","grey"
"479","CXCL14","turquoise"
"480","ZFP36L1","green"
"481","APLP1","yellow"
"482","ELF2","grey"
"483","CSRP1","green"
"484","HOOK2","yellow"
"485","ANGPT1","greenyellow"
"486","ELOVL7","blue"
"487","SCG3","turquoise"
"488","RERG","grey"
"489","BCL6","green"
"490","IL13RA2","turquoise"
"491","MYC","grey"
"492","SMOC2","grey"
"493","FAM55C","grey"
"494","RNASE4","blue"
"495","NOTCH2NL","grey"
"496","TPBG","turquoise"
"497","SLC44A3","green"
"498","TMBIM1","blue"
"499","SOD3","blue"
"500","MRAS","brown"
"501","NELF","grey"
"502","NRIP2","brown"
"503","MYL5","turquoise"
"504","IFI44L","grey"
"505","VAV3","grey"
"506","RFX4","green"
"507","ITM2A","grey"
"508","GRIA1","turquoise"
"509","MUSTN1","grey"
"510","KPNB1","grey"
"511","LPHN1","yellow"
"512","DAAM1","grey"
"513","MARCKS","turquoise"
"514","CTSH","grey"
"515","RGS16","grey"
"516","IL1R1","blue"
"517","VILL","grey"
"518","HES6","grey"
"519","CALM3","grey"
"520","PLS3","grey"
"521","ACTG1","grey"
"522","DMGDH","grey"
"523","LAMA5","grey"
"524","NRGN","red"
"525","GBP5","grey"
"526","LRRC1","blue"
"527","TIMP4","grey"
"528","ITM2C","grey"
"529","ATAD3C","brown"
"530","RIT1","grey"
"531","MGST1","green"
"532","ADAM28","black"
"533","MRPS6","brown"
"534","DDC","grey"
"535","GRIK1","turquoise"
"536","SAMD10","turquoise"
"537","LYPD1","grey"
"538","SLA","black"
"539","PLCH2","turquoise"
"540","TGFB3","grey"
"541","RASGEF1C","pink"
"542","GSTM3","grey"
"543","SVOP","turquoise"
"544","LAMP1","grey"
"545","MYBPC2","turquoise"
"546","FBXL19","grey"
"547","CRYZ","grey"
"548","NAP1L5","turquoise"
"549","PPAP2B","blue"
"550","IFI27","grey"
"551","DGKG","blue"
"552","STAT6","grey"
"553","CEBPB","brown"
"554","LRRTM1","turquoise"
"555","GRASP","turquoise"
"556","OGFRL1","brown"
"557","DBN1","yellow"
"558","DNAJA1","purple"
"559","IRF2BP1","yellow"
"560","TMBIM4","grey"
"561","ADAMTS2","grey"
"562","IL4R","blue"
"563","NFKBIZ","blue"
"564","UHRF1","green"
"565","LAT2","black"
"566","H6PD","grey"
"567","SLIT3","grey"
"568","NEFL","turquoise"
"569","KIF1B","grey"
"570","CDKN1C","green"
"571","ROCK2","grey"
"572","LEPREL1","brown"
"573","DUSP9","grey"
"574","KCNQ1","black"
"575","OSM","grey"
"576","CKS2","grey"
"577","CASP1","blue"
"578","EMP3","blue"
"579","FOXQ1","grey"
"580","LYPD5","grey"
"581","KLF12","grey"
"582","HLA-A","grey"
"583","TPM3","turquoise"
"584","CLCA4","grey"
"585","SVEP1","grey"
"586","BMP6","greenyellow"
"587","HCN4","grey"
"588","S100A2","grey"
"589","DNAJB4","purple"
"590","TFEB","grey"
"591","PPP1R15A","grey"
"592","MDK","grey"
"593","NRXN3","turquoise"
"594","SLC25A37","grey"
"595","DOCK8","black"
"596","IL27","blue"
"597","C17orf72","turquoise"
"598","CD59","green"
"599","SLC7A7","black"
"600","CHST3","brown"
"601","ADRA2A","turquoise"
"602","ICAM2","blue"
"603","RASL12","green"
"604","KCNIP1","turquoise"
"605","IER5","grey"
"606","CMTM5","turquoise"
"607","PCID2","grey"
"608","LRRC55","grey"
"609","CSNK1A1","grey"
"610","MORC4","grey"
"611","HIST3H2BB","green"
"612","SLC39A11","green"
"613","SLC2A13","grey"
"614","SCGB3A2","grey"
"615","LDLRAP1","grey"
"616","PHACTR1","grey"
"617","PLOD3","purple"
"618","GRAMD3","blue"
"619","CLIC5","grey"
"620","NIPA1","grey"
"621","TOMM20","turquoise"
"622","GIMAP5","blue"
"623","ABCA2","brown"
"624","ZNF492","grey"
"625","MLXIP","grey"
"626","CDR1","grey"
"627","GDI1","grey"
"628","TMEM125","turquoise"
"629","B4GALT1","blue"
"630","ITGB4","blue"
"631","AKR1C1","green"
"632","LMO1","grey"
"633","PLA2G4D","grey"
"634","TRIM66","grey"
"635","GLRA3","pink"
"636","ATP6V1A","turquoise"
"637","NNAT","red"
"638","CECR7","grey"
"639","KCNQ1DN","grey"
"640","ITGB3BP","grey"
"641","FBXO16","turquoise"
"642","IRF5","grey"
"643","HP","grey"
"644","KIAA1751","grey"
"645","LPL","grey"
"646","KTN1","blue"
"647","LDLR","grey"
"648","APOE","grey"
"649","GALNTL4","grey"
"650","TRIM58","grey"
"651","CLIC1","blue"
"652","PGAM1","turquoise"
"653","LGALS3","blue"
"654","SASH1","green"
"655","TRIB3","grey"
"656","ACTL6A","blue"
"657","SERPINB1","blue"
"658","SERHL2","grey"
"659","LCAT","grey"
"660","ACTB","grey"
"661","GRAMD1C","blue"
"662","TUBA8","yellow"
"663","RND3","grey"
"664","KIT","turquoise"
"665","LHFPL2","black"
"666","SVIL","greenyellow"
"667","TBC1D5","grey"
"668","ORMDL1","grey"
"669","COX7A1","grey"
"670","NT5C2","grey"
"671","FXYD5","black"
"672","SDC3","grey"
"673","B3GNT5","black"
"674","GPR158","turquoise"
"675","FAS","grey"
"676","SH3TC1","black"
"677","GIT1","yellow"
"678","MEGF11","grey"
"679","KIAA1875","grey"
"680","METRN","grey"
"681","ATR","grey"
"682","TRIM47","green"
"683","HIST1H2AC","brown"
"684","HIST1H2AE","brown"
"685","SLC39A14","grey"
"686","PYGM","grey"
"687","DPYSL2","grey"
"688","RAB13","blue"
"689","ROBO4","grey"
"690","POU3F2","grey"
"691","GABRG2","turquoise"
"692","KLHL25","grey"
"693","CAV1","grey"
"694","NOSTRIN","grey"
"695","RNF150","turquoise"
"696","PDGFRA","grey"
"697","CNOT3","yellow"
"698","AJAP1","grey"
"699","LIMK2","blue"
"700","SUV420H2","grey"
"701","NFIL3","grey"
"702","SLC30A1","grey"
"703","RASD1","brown"
"704","TRPC3","turquoise"
"705","CHST6","green"
"706","TRIM22","blue"
"707","ACTN2","turquoise"
"708","SERPINB9","grey"
"709","GRIN1","pink"
"710","USP12","turquoise"
"711","SAV1","grey"
"712","NDUFA4","turquoise"
"713","REEP4","grey"
"714","PECAM1","blue"
"715","PXN","green"
"716","CDH23","brown"
"717","KHSRP","yellow"
"718","ANXA13","grey"
"719","TIMP3","blue"
"720","HADHB","grey"
"721","C14orf1","grey"
"722","ROM1","green"
"723","GLI2","blue"
"724","PROCR","grey"
"725","P2RX7","brown"
"726","GABRA1","turquoise"
"727","TNFRSF25","brown"
"728","ECE2","grey"
"729","FABP7","grey"
"730","ANK3","turquoise"
"731","CD302","black"
"732","SLC16A6","grey"
"733","MMD","turquoise"
"734","COL5A3","grey"
"735","STX1A","turquoise"
"736","SPR","purple"
"737","HLA-DRB4","black"
"738","STK32C","turquoise"
"739","CCDC6","grey"
"740","FXYD6","turquoise"
"741","SLC6A12","green"
"742","HERC2P7","purple"
"743","NLK","turquoise"
"744","SOX1","grey"
"745","KCNE1L","turquoise"
"746","BBOX1","blue"
"747","RPS18","grey"
"748","PRR5","grey"
"749","HSPB2","green"
"750","USP54","grey"
"751","BTN3A2","grey"
"752","LSS","green"
"753","WWC1","grey"
"754","SLC25A18","green"
"755","CYP2B6","grey"
"756","HSPA2","green"
"757","ALG1","grey"
"758","UBE2W","grey"
"759","JAGN1","grey"
"760","RPL7L1","grey"
"761","FGF1","grey"
"762","DIRC1","grey"
"763","SOX9","green"
"764","CBX6","grey"
"765","STOM","blue"
"766","SPOCD1","grey"
"767","NOL4","turquoise"
"768","VCX2","grey"
"769","POU5F1","grey"
"770","PURB","grey"
"771","METTL7A","green"
"772","EYA2","green"
"773","HCG18","turquoise"
"774","SH3BGRL3","yellow"
"775","AK1","grey"
"776","LRP10","green"
"777","ATF4","purple"
"778","GDPD1","grey"
"779","CBX4","pink"
"780","PVRL1","grey"
"781","FSTL1","greenyellow"
"782","SRPX","blue"
"783","LMOD1","blue"
"784","LDB3","turquoise"
"785","NPL","blue"
"786","ENTPD4","grey"
"787","DEDD2","purple"
"788","SLC13A5","grey"
"789","AGT","grey"
"790","SEZ6","red"
"791","GABRE","blue"
"792","HLA-B","grey"
"793","TNNI3","grey"
"794","ITIH5","grey"
"795","BOK","brown"
"796","PPYR1","grey"
"797","BCAM","grey"
"798","SLC25A23","turquoise"
"799","FAM3C","turquoise"
"800","SCN8A","turquoise"
"801","RPL3","grey"
"802","SH3BGR","purple"
"803","CABP7","grey"
"804","VCX3A","grey"
"805","WWTR1","blue"
"806","EIF4A2","turquoise"
"807","DGCR6","blue"
"808","ADORA2A","green"
"809","SYK","black"
"810","PPP2R1B","green"
"811","LSR","grey"
"812","GNA13","blue"
"813","COL11A1","green"
"814","FXC1","turquoise"
"815","CASP7","purple"
"816","EMP2","blue"
"817","FGFR3","grey"
"818","GNG11","blue"
"819","RAN","turquoise"
"820","GNB4","grey"
"821","CDC42","turquoise"
"822","HBQ1","turquoise"
"823","LSG1","grey"
"824","ERBB2IP","blue"
"825","CAMKK2","turquoise"
"826","CACNB4","turquoise"
"827","KALRN","turquoise"
"828","SAMD9L","grey"
"829","BDH2","green"
"830","ARRDC3","grey"
"831","MARCH3","brown"
"832","BATF2","grey"
"833","SIPA1","brown"
"834","GIMAP8","black"
"835","LMO4","turquoise"
"836","RAB3C","turquoise"
"837","EPAS1","grey"
"838","RSPO2","grey"
"839","TMEM39A","grey"
"840","FTH1","grey"
"841","PPP1R1C","blue"
"842","GIMAP4","black"
"843","P2RY14","grey"
"844","UBE2V2","turquoise"
"845","INPP5D","black"
"846","TNS1","brown"
"847","ANKRD18A","grey"
"848","SERBP1","grey"
"849","ACACB","blue"
"850","TGFB2","blue"
"851","SCARA3","grey"
"852","HLA-DMA","black"
"853","C10orf118","grey"
"854","MAP2","turquoise"
"855","SERTAD1","brown"
"856","C1QTNF4","turquoise"
"857","KIAA0101","grey"
"858","MMD2","grey"
"859","CSPG4","green"
"860","CHRNA7","grey"
"861","DDIT3","purple"
"862","TNFRSF10B","green"
"863","BACE2","green"
"864","SKI","grey"
"865","FDFT1","blue"
"866","PPP2R5E","grey"
"867","C14orf43","grey"
"868","ANKRD43","pink"
"869","TNFRSF1A","green"
"870","CD209","grey"
"871","RHOBTB2","turquoise"
"872","FBXL17","turquoise"
"873","NDUFA5","turquoise"
"874","RAP2A","turquoise"
"875","SLC2A1","blue"
"876","ADI1","grey"
"877","LRIG1","blue"
"878","FANCC","brown"
"879","ZNF514","grey"
"880","DECR2","grey"
"881","DLG3","turquoise"
"882","RPSA","grey"
"883","TBC1D9","turquoise"
"884","KLHL23","turquoise"
"885","DNAH9","grey"
"886","FLI1","black"
"887","RAB7B","turquoise"
"888","SLC6A3","grey"
"889","TRIB1","turquoise"
"890","KCTD12","black"
"891","ABHD12","grey"
"892","KCNJ10","green"
"893","RABEP1","turquoise"
"894","FABP1","grey"
"895","VAMP8","black"
"896","AP1S1","turquoise"
"897","CHKB","brown"
"898","SLC16A3","brown"
"899","BCR","turquoise"
"900","IQGAP1","blue"
"901","TSHZ2","grey"
"902","FBLN5","greenyellow"
"903","NAPG","turquoise"
"904","RTP4","grey"
"905","PTTG1IP","blue"
"906","TNFAIP3","grey"
"907","ARHGAP29","blue"
"908","RPUSD4","grey"
"909","PLOD2","blue"
"910","GALNT14","red"
"911","HRK","turquoise"
"912","PER1","brown"
"913","NTSR2","grey"
"914","LST1","black"
"915","FNDC5","turquoise"
"916","LRP8","turquoise"
"917","KIF21B","red"
"918","ACTR3B","turquoise"
"919","TCF15","green"
"920","RTDR1","grey"
"921","ZNF91","turquoise"
"922","PCDH10","turquoise"
"923","PODXL","blue"
"924","SH2D2A","grey"
"925","NIT2","turquoise"
"926","HIST1H4L","grey"
"927","CMTM3","blue"
"928","MRFAP1","grey"
"929","MDFI","grey"
"930","RTN3","turquoise"
"931","KCNH6","grey"
"932","PDGFRB","blue"
"933","CMTM8","grey"
"934","C6orf154","turquoise"
"935","HNRPLL","grey"
"936","CHGA","grey"
"937","CDH13","turquoise"
"938","SEPT2","grey"
"939","CCL4","grey"
"940","TCEA3","grey"
"941","NR2E1","brown"
"942","GPD1","turquoise"
"943","GAL","grey"
"944","COL20A1","grey"
"945","TAOK3","grey"
"946","NETO2","turquoise"
"947","NET1","grey"
"948","PNRC1","green"
"949","A2ML1","blue"
"950","PPP2R2C","turquoise"
"951","SPSB1","brown"
"952","CD4","black"
"953","BTG3","grey"
"954","STEAP3","blue"
"955","CCDC66","grey"
"956","TSC22D3","blue"
"957","RGS5","grey"
"958","RAPGEF4","turquoise"
"959","MIA3","grey"
"960","C1orf86","brown"
"961","ARHGAP20","turquoise"
"962","ZBTB1","brown"
"963","RPL7A","grey"
"964","IL13RA1","black"
"965","FADS2","grey"
"966","CPEB1","pink"
"967","ZNF253","turquoise"
"968","SLC26A9","grey"
"969","ERBB2","green"
"970","CAPG","black"
"971","KIAA1274","black"
"972","C1orf61","turquoise"
"973","ACP5","grey"
"974","GNB5","turquoise"
"975","COPZ2","greenyellow"
"976","C1orf133","grey"
"977","KCNIP2","brown"
"978","ANGPTL2","turquoise"
"979","ST8SIA5","turquoise"
"980","GPT2","green"
"981","FHL2","turquoise"
"982","SESN3","grey"
"983","HPSE2","grey"
"984","MAOB","blue"
"985","C6orf57","turquoise"
"986","FAHD1","turquoise"
"987","SOCS3","grey"
"988","WSB2","turquoise"
"989","ALB","grey"
"990","HEBP2","brown"
"991","HARS2","grey"
"992","CARHSP1","green"
"993","ITPR3","blue"
"994","ACTR2","turquoise"
"995","GIPR","grey"
"996","FBXW7","turquoise"
"997","MAPK4","brown"
"998","REEP6","grey"
"999","GPR124","grey"
"1000","BBC3","yellow"
"1001","CLEC4G","red"
"1002","PLXDC1","grey"
"1003","TFRC","grey"
"1004","FZD10","grey"
"1005","PRKCD","turquoise"
"1006","COL9A1","grey"
"1007","MTCH1","red"
"1008","IGFBP3","grey"
"1009","BCAR3","brown"
"1010","ASCL1","grey"
"1011","CA5B","grey"
"1012","PCBP2","grey"
"1013","ABTB2","grey"
"1014","RAP1GAP","grey"
"1015","VPS4B","turquoise"
"1016","PABPC3","grey"
"1017","BCAP31","grey"
"1018","SSPN","blue"
"1019","EEF2K","blue"
"1020","RASSF4","green"
"1021","NR2F2","green"
"1022","STMN3","turquoise"
"1023","C14orf126","turquoise"
"1024","KCNJ2","brown"
"1025","TMEM133","blue"
"1026","GIMAP6","black"
"1027","CLEC14A","blue"
"1028","THAP6","grey"
"1029","PPIC","blue"
"1030","TMEM140","grey"
"1031","SLC39A10","turquoise"
"1032","PCDH17","grey"
"1033","PPAP2C","brown"
"1034","SFRP1","grey"
"1035","ACSBG1","blue"
"1036","TBRG1","turquoise"
"1037","PFKFB3","green"
"1038","ATP8A2","turquoise"
"1039","MCC","blue"
"1040","CYB561","grey"
"1041","TNIP2","green"
"1042","ACTR1B","brown"
"1043","MYO1F","black"
"1044","HTR2A","turquoise"
"1045","ACOT2","grey"
"1046","PLCE1","blue"
"1047","QPCT","turquoise"
"1048","SMAD7","grey"
"1049","BCL2A1","grey"
"1050","MLLT11","turquoise"
"1051","BSG","grey"
"1052","FAM18B2","grey"
"1053","MTPN","grey"
"1054","TMEM63A","grey"
"1055","FAM100A","yellow"
"1056","TRIM9","turquoise"
"1057","TBC1D7","turquoise"
"1058","GNG13","pink"
"1059","PDIA4","brown"
"1060","ATP6V0C","pink"
