"","Module","Gene"
"SCN9A","MsAge7K_02","SCN9A"
"RASD1","MsAge7K_00","RASD1"
"AGRP","MsAge7K_00","AGRP"
"FAM49A","MsAge7K_00","FAM49A"
"SLC7A7","MsAge7K_00","SLC7A7"
"TAX1BP3","MsAge7K_00","TAX1BP3"
"LGALS1","MsAge7K_00","LGALS1"
"FLI1","MsAge7K_00","FLI1"
"HMCN2","MsAge7K_00","HMCN2"
"IQUB","MsAge7K_00","IQUB"
"SHC4","MsAge7K_00","SHC4"
"CPZ","MsAge7K_00","CPZ"
"VIT","MsAge7K_00","VIT"
"MAPKAPK3","MsAge7K_00","MAPKAPK3"
"SMIM4","MsAge7K_00","SMIM4"
"ANXA3","MsAge7K_04","ANXA3"
"EFHC2","MsAge7K_00","EFHC2"
"CEP250","MsAge7K_00","CEP250"
"FGD2","MsAge7K_00","FGD2"
"CCDC88B","MsAge7K_00","CCDC88B"
"ULBP3","MsAge7K_07","ULBP3"
"ULBP2","MsAge7K_07","ULBP2"
"ULBP1","MsAge7K_07","ULBP1"
"RAET1G","MsAge7K_07","RAET1G"
"RAET1L","MsAge7K_07","RAET1L"
"RAET1E","MsAge7K_07","RAET1E"
"EDAR","MsAge7K_00","EDAR"
"NOG","MsAge7K_00","NOG"
"CATSPER2","MsAge7K_00","CATSPER2"
"MAP3K19","MsAge7K_00","MAP3K19"
"ZBTB37","MsAge7K_03","ZBTB37"
"NEK8","MsAge7K_00","NEK8"
"KDM8","MsAge7K_00","KDM8"
"BORA","MsAge7K_00","BORA"
"LGI2","MsAge7K_02","LGI2"
"MRTFB","MsAge7K_00","MRTFB"
"CSRP2","MsAge7K_01","CSRP2"
"C1QL2","MsAge7K_00","C1QL2"
"SH3BP2","MsAge7K_00","SH3BP2"
"C9orf43","MsAge7K_00","C9orf43"
"ETHE1","MsAge7K_02","ETHE1"
"KIAA1522","MsAge7K_02","KIAA1522"
"RASSF1","MsAge7K_00","RASSF1"
"EXOC3L1","MsAge7K_00","EXOC3L1"
"C15orf40","MsAge7K_00","C15orf40"
"SOX10","MsAge7K_01","SOX10"
"ICOSLG","MsAge7K_00","ICOSLG"
"NQO1","MsAge7K_00","NQO1"
"ABTB2","MsAge7K_01","ABTB2"
"PARP12","MsAge7K_04","PARP12"
"SEMA6A","MsAge7K_01","SEMA6A"
"CNTN4","MsAge7K_02","CNTN4"
"PCBD2","MsAge7K_00","PCBD2"
"THAP4","MsAge7K_00","THAP4"
"ORAI1","MsAge7K_00","ORAI1"
"FAM205C","MsAge7K_03","FAM205C"
"LRRTM4","MsAge7K_08","LRRTM4"
"MDK","MsAge7K_00","MDK"
"GJD2","MsAge7K_00","GJD2"
"TADA1","MsAge7K_00","TADA1"
"ANKRD63","MsAge7K_06","ANKRD63"
"RNLS","MsAge7K_00","RNLS"
"TMEM216","MsAge7K_00","TMEM216"
"SNED1","MsAge7K_03","SNED1"
"GPR149","MsAge7K_00","GPR149"
"NES","MsAge7K_00","NES"
"SMIM26","MsAge7K_10","SMIM26"
"WDR27","MsAge7K_00","WDR27"
"CCDC117","MsAge7K_00","CCDC117"
"MLXIPL","MsAge7K_00","MLXIPL"
"ZNF627","MsAge7K_00","ZNF627"
"BHMG1","MsAge7K_00","BHMG1"
"RBPJL","MsAge7K_00","RBPJL"
"FRAT2","MsAge7K_00","FRAT2"
"MPP7","MsAge7K_00","MPP7"
"VTN","MsAge7K_07","VTN"
"CCDC89","MsAge7K_00","CCDC89"
"FAM43A","MsAge7K_00","FAM43A"
"MMP15","MsAge7K_01","MMP15"
"ADRA2A","MsAge7K_00","ADRA2A"
"SSTR4","MsAge7K_03","SSTR4"
"SLCO4C1","MsAge7K_00","SLCO4C1"
"CA14","MsAge7K_00","CA14"
"THBD","MsAge7K_07","THBD"
"CDHR1","MsAge7K_00","CDHR1"
"KLB","MsAge7K_00","KLB"
"TMEM196","MsAge7K_00","TMEM196"
"KCNG1","MsAge7K_05","KCNG1"
"SNRPF","MsAge7K_00","SNRPF"
"ISOC2","MsAge7K_00","ISOC2"
"NLRC3","MsAge7K_00","NLRC3"
"DLL3","MsAge7K_00","DLL3"
"DGKI","MsAge7K_00","DGKI"
"NEK10","MsAge7K_00","NEK10"
"MCAM","MsAge7K_01","MCAM"
"GPRC5C","MsAge7K_00","GPRC5C"
"LIN9","MsAge7K_00","LIN9"
"ZC3H6","MsAge7K_00","ZC3H6"
"TTYH2","MsAge7K_09","TTYH2"
"LHX9","MsAge7K_00","LHX9"
"FGD3","MsAge7K_01","FGD3"
"AGBL2","MsAge7K_00","AGBL2"
"RASSF3","MsAge7K_02","RASSF3"
"SLC39A13","MsAge7K_00","SLC39A13"
"INSM1","MsAge7K_00","INSM1"
"PCDH18","MsAge7K_00","PCDH18"
"CSTL1","MsAge7K_00","CSTL1"
"DYNLT1","MsAge7K_00","DYNLT1"
"NUDT22","MsAge7K_00","NUDT22"
"CPA2","MsAge7K_00","CPA2"
"FKBP5","MsAge7K_15","FKBP5"
"TRAIP","MsAge7K_00","TRAIP"
"KLF15","MsAge7K_00","KLF15"
"ETNK1","MsAge7K_03","ETNK1"
"GK5","MsAge7K_00","GK5"
"WHRN","MsAge7K_06","WHRN"
"LENG9","MsAge7K_00","LENG9"
"C19orf67","MsAge7K_00","C19orf67"
"PNP","MsAge7K_00","PNP"
"IMMP2L","MsAge7K_08","IMMP2L"
"PRKCH","MsAge7K_00","PRKCH"
"KCNMB2","MsAge7K_08","KCNMB2"
"NFE2L3","MsAge7K_00","NFE2L3"
"PCOLCE2","MsAge7K_00","PCOLCE2"
"IGSF9B","MsAge7K_02","IGSF9B"
"SCPEP1","MsAge7K_00","SCPEP1"
"DYSF","MsAge7K_00","DYSF"
"FAAP24","MsAge7K_00","FAAP24"
"S1PR5","MsAge7K_01","S1PR5"
"SLC19A3","MsAge7K_00","SLC19A3"
"SEBOX","MsAge7K_00","SEBOX"
"POLD4","MsAge7K_00","POLD4"
"FBN1","MsAge7K_00","FBN1"
"CENPW","MsAge7K_00","CENPW"
"NKIRAS2","MsAge7K_01","NKIRAS2"
"TRIM36","MsAge7K_09","TRIM36"
"ACOT11","MsAge7K_00","ACOT11"
"DAZL","MsAge7K_00","DAZL"
"DCST1","MsAge7K_00","DCST1"
"CDC20","MsAge7K_00","CDC20"
"CAGE1","MsAge7K_00","CAGE1"
"FSTL4","MsAge7K_08","FSTL4"
"FGD5","MsAge7K_00","FGD5"
"MYH7B","MsAge7K_00","MYH7B"
"POU3F2","MsAge7K_00","POU3F2"
"SULF1","MsAge7K_00","SULF1"
"KCNJ18","MsAge7K_02","KCNJ18"
"KCNJ12","MsAge7K_02","KCNJ12"
"ST8SIA1","MsAge7K_00","ST8SIA1"
"SPATA13","MsAge7K_01","SPATA13"
"CYS1","MsAge7K_00","CYS1"
"GUCY2D","MsAge7K_00","GUCY2D"
"DOK3","MsAge7K_00","DOK3"
"TFEB","MsAge7K_00","TFEB"
"TUBA8","MsAge7K_00","TUBA8"
"OBSCN","MsAge7K_00","OBSCN"
"WDR89","MsAge7K_00","WDR89"
"WFS1","MsAge7K_00","WFS1"
"PDGFC","MsAge7K_00","PDGFC"
"FNDC1","MsAge7K_00","FNDC1"
"SASS6","MsAge7K_00","SASS6"
"TRIM5","MsAge7K_00","TRIM5"
"PRELP","MsAge7K_00","PRELP"
"TMEM51","MsAge7K_00","TMEM51"
"SMOC1","MsAge7K_07","SMOC1"
"SERTAD1","MsAge7K_00","SERTAD1"
"FGF5","MsAge7K_00","FGF5"
"PLEKHA2","MsAge7K_11","PLEKHA2"
"ADCY7","MsAge7K_00","ADCY7"
"CTHRC1","MsAge7K_00","CTHRC1"
"EPOP","MsAge7K_02","EPOP"
"CNTNAP4","MsAge7K_05","CNTNAP4"
"VSTM5","MsAge7K_00","VSTM5"
"HES1","MsAge7K_00","HES1"
"TTC12","MsAge7K_00","TTC12"
"GPR62","MsAge7K_00","GPR62"
"RFC4","MsAge7K_00","RFC4"
"UNC5D","MsAge7K_05","UNC5D"
"SCNN1A","MsAge7K_00","SCNN1A"
"PLD1","MsAge7K_00","PLD1"
"HSD17B7","MsAge7K_00","HSD17B7"
"ZNF195","MsAge7K_00","ZNF195"
"ZNF429","MsAge7K_00","ZNF429"
"SPIN2B","MsAge7K_00","SPIN2B"
"SPIN2A","MsAge7K_00","SPIN2A"
"HAS3","MsAge7K_00","HAS3"
"ZBTB16","MsAge7K_00","ZBTB16"
"TPM4","MsAge7K_00","TPM4"
"PNPLA7","MsAge7K_00","PNPLA7"
"MROH7","MsAge7K_00","MROH7"
"MROH7-TTC4","MsAge7K_00","MROH7-TTC4"
"ABCC9","MsAge7K_03","ABCC9"
"GCAT","MsAge7K_00","GCAT"
"KATNA1","MsAge7K_00","KATNA1"
"XRRA1","MsAge7K_00","XRRA1"
"TPCN2","MsAge7K_00","TPCN2"
"LRRC3","MsAge7K_00","LRRC3"
"ADRB1","MsAge7K_00","ADRB1"
"PET100","MsAge7K_10","PET100"
"ZNF879","MsAge7K_00","ZNF879"
"FLYWCH2","MsAge7K_00","FLYWCH2"
"CRELD2","MsAge7K_00","CRELD2"
"SDR42E1","MsAge7K_00","SDR42E1"
"ACACB","MsAge7K_00","ACACB"
"PRTG","MsAge7K_00","PRTG"
"DTWD2","MsAge7K_00","DTWD2"
"TTC30B","MsAge7K_00","TTC30B"
"TTC30A","MsAge7K_00","TTC30A"
"ROBO4","MsAge7K_00","ROBO4"
"SIVA1","MsAge7K_00","SIVA1"
"CLCN1","MsAge7K_00","CLCN1"
"SNRNP25","MsAge7K_00","SNRNP25"
"C2CD4C","MsAge7K_05","C2CD4C"
"HDX","MsAge7K_00","HDX"
"CDC25C","MsAge7K_00","CDC25C"
"ARHGAP10","MsAge7K_00","ARHGAP10"
"TMEM74B","MsAge7K_00","TMEM74B"
"TRADD","MsAge7K_00","TRADD"
"C9orf64","MsAge7K_00","C9orf64"
"CLIC5","MsAge7K_00","CLIC5"
"LIG1","MsAge7K_00","LIG1"
"SFT2D1","MsAge7K_00","SFT2D1"
"RIIAD1","MsAge7K_00","RIIAD1"
"TOB2","MsAge7K_13","TOB2"
"CPM","MsAge7K_01","CPM"
"RBM12B","MsAge7K_00","RBM12B"
"PNOC","MsAge7K_00","PNOC"
"MOXD1","MsAge7K_00","MOXD1"
"RAD51C","MsAge7K_00","RAD51C"
"REL","MsAge7K_00","REL"
"GEN1","MsAge7K_00","GEN1"
"CHADL","MsAge7K_01","CHADL"
"CCDC160","MsAge7K_00","CCDC160"
"CDK6","MsAge7K_01","CDK6"
"OR1N2","MsAge7K_00","OR1N2"
"SGPP2","MsAge7K_00","SGPP2"
"SLC39A8","MsAge7K_00","SLC39A8"
"RHEBL1","MsAge7K_00","RHEBL1"
"IL1RAPL1","MsAge7K_08","IL1RAPL1"
"OAZ3","MsAge7K_00","OAZ3"
"MICALL1","MsAge7K_01","MICALL1"
"DDO","MsAge7K_00","DDO"
"SLC37A2","MsAge7K_00","SLC37A2"
"GRAMD2B","MsAge7K_01","GRAMD2B"
"NR1H3","MsAge7K_00","NR1H3"
"CRB2","MsAge7K_00","CRB2"
"NME4","MsAge7K_00","NME4"
"TTPA","MsAge7K_00","TTPA"
"SLC9A4","MsAge7K_05","SLC9A4"
"HAUS4","MsAge7K_00","HAUS4"
"CD82","MsAge7K_01","CD82"
"COL16A1","MsAge7K_00","COL16A1"
"IL13RA1","MsAge7K_00","IL13RA1"
"MGAT4C","MsAge7K_08","MGAT4C"
"KDR","MsAge7K_00","KDR"
"SV2C","MsAge7K_06","SV2C"
"SAT2","MsAge7K_00","SAT2"
"PPIL6","MsAge7K_01","PPIL6"
"DNASE1","MsAge7K_00","DNASE1"
"PRDM7","MsAge7K_00","PRDM7"
"EPN3","MsAge7K_00","EPN3"
"COL4A4","MsAge7K_00","COL4A4"
"NMRAL1","MsAge7K_00","NMRAL1"
"LAGE3","MsAge7K_00","LAGE3"
"KCNJ8","MsAge7K_00","KCNJ8"
"MAML2","MsAge7K_08","MAML2"
"ARID5A","MsAge7K_00","ARID5A"
"STK17B","MsAge7K_13","STK17B"
"PALLD","MsAge7K_00","PALLD"
"FAM117A","MsAge7K_00","FAM117A"
"APCDD1","MsAge7K_11","APCDD1"
"ZNF800","MsAge7K_00","ZNF800"
"MAGEB18","MsAge7K_00","MAGEB18"
"MCUB","MsAge7K_00","MCUB"
"TRAF4","MsAge7K_00","TRAF4"
"S100A10","MsAge7K_00","S100A10"
"UPRT","MsAge7K_03","UPRT"
"ZNF689","MsAge7K_00","ZNF689"
"OR5D13","MsAge7K_00","OR5D13"
"CCM2L","MsAge7K_00","CCM2L"
"IL18BP","MsAge7K_00","IL18BP"
"GNA12","MsAge7K_01","GNA12"
"STON1-GTF2A1L","MsAge7K_00","STON1-GTF2A1L"
"STON1","MsAge7K_00","STON1"
"IL12RB2","MsAge7K_00","IL12RB2"
"MT-ND6","MsAge7K_00","MT-ND6"
"EDN3","MsAge7K_00","EDN3"
"EFCC1","MsAge7K_00","EFCC1"
"RHPN1","MsAge7K_00","RHPN1"
"AGBL4","MsAge7K_08","AGBL4"
"OLFML2B","MsAge7K_15","OLFML2B"
"TMEM158","MsAge7K_06","TMEM158"
"SAMD15","MsAge7K_00","SAMD15"
"EMCN","MsAge7K_00","EMCN"
"LINC02210-CRHR1","MsAge7K_02","LINC02210-CRHR1"
"CRHR1","MsAge7K_02","CRHR1"
"FYB2","MsAge7K_00","FYB2"
"LSM10","MsAge7K_00","LSM10"
"RDM1","MsAge7K_00","RDM1"
"PLEKHH1","MsAge7K_01","PLEKHH1"
"SNAPC5","MsAge7K_16","SNAPC5"
"SLC17A8","MsAge7K_00","SLC17A8"
"KIAA1755","MsAge7K_00","KIAA1755"
"NFASC","MsAge7K_01","NFASC"
"PMF1","MsAge7K_00","PMF1"
"FRMD7","MsAge7K_00","FRMD7"
"ZNF449","MsAge7K_00","ZNF449"
"SERPINF1","MsAge7K_00","SERPINF1"
"TFR2","MsAge7K_00","TFR2"
"BHLHE41","MsAge7K_04","BHLHE41"
"ADCY8","MsAge7K_02","ADCY8"
"STARD10","MsAge7K_00","STARD10"
"FAM78A","MsAge7K_00","FAM78A"
"C16orf87","MsAge7K_00","C16orf87"
"HHIPL1","MsAge7K_00","HHIPL1"
"ZBTB40","MsAge7K_00","ZBTB40"
"MORC4","MsAge7K_00","MORC4"
"UFSP1","MsAge7K_00","UFSP1"
"DENND1C","MsAge7K_00","DENND1C"
"RNASEH2C","MsAge7K_00","RNASEH2C"
"GGT5","MsAge7K_00","GGT5"
"MYPOP","MsAge7K_00","MYPOP"
"LYZL4","MsAge7K_00","LYZL4"
"PLEK","MsAge7K_04","PLEK"
"UBB","MsAge7K_00","UBB"
"MAPK12","MsAge7K_00","MAPK12"
"ZNF438","MsAge7K_00","ZNF438"
"PRRC1","MsAge7K_00","PRRC1"
"RGL3","MsAge7K_00","RGL3"
"IL12A","MsAge7K_00","IL12A"
"SOD3","MsAge7K_00","SOD3"
"PLLP","MsAge7K_01","PLLP"
"SLC10A7","MsAge7K_00","SLC10A7"
"SFRP1","MsAge7K_00","SFRP1"
"SLC8B1","MsAge7K_00","SLC8B1"
"FCGRT","MsAge7K_00","FCGRT"
"NFKBIL1","MsAge7K_07","NFKBIL1"
"SOX13","MsAge7K_00","SOX13"
"CERKL","MsAge7K_00","CERKL"
"RAD9B","MsAge7K_00","RAD9B"
"RHOG","MsAge7K_09","RHOG"
"BCAS1","MsAge7K_09","BCAS1"
"CCDC34","MsAge7K_00","CCDC34"
"JAK3","MsAge7K_00","JAK3"
"LAPTM5","MsAge7K_04","LAPTM5"
"KDELC1","MsAge7K_00","KDELC1"
"DOCK8","MsAge7K_00","DOCK8"
"PPCS","MsAge7K_00","PPCS"
"GALM","MsAge7K_00","GALM"
"DDAH2","MsAge7K_01","DDAH2"
"SMIM1","MsAge7K_09","SMIM1"
"LTC4S","MsAge7K_00","LTC4S"
"YBX2","MsAge7K_00","YBX2"
"IQCK","MsAge7K_00","IQCK"
"FAM129C","MsAge7K_00","FAM129C"
"CYP27A1","MsAge7K_09","CYP27A1"
"GAS1","MsAge7K_00","GAS1"
"FREM2","MsAge7K_00","FREM2"
"DMC1","MsAge7K_00","DMC1"
"TRIM47","MsAge7K_00","TRIM47"
"PPIF","MsAge7K_00","PPIF"
"CRY1","MsAge7K_00","CRY1"
"PRIMPOL","MsAge7K_00","PRIMPOL"
"SLC27A2","MsAge7K_00","SLC27A2"
"TFAP4","MsAge7K_00","TFAP4"
"CPXM1","MsAge7K_00","CPXM1"
"PPP1R14B","MsAge7K_00","PPP1R14B"
"CDC42EP1","MsAge7K_00","CDC42EP1"
"RN7SL73P","MsAge7K_00","RN7SL73P"
"SLC2A9","MsAge7K_11","SLC2A9"
"CABLES1","MsAge7K_00","CABLES1"
"DNHD1","MsAge7K_00","DNHD1"
"PLEKHH3","MsAge7K_00","PLEKHH3"
"PCDH11X","MsAge7K_00","PCDH11X"
"PCDH11Y","MsAge7K_00","PCDH11Y"
"PON3","MsAge7K_00","PON3"
"SYTL3","MsAge7K_00","SYTL3"
"LRRC56","MsAge7K_00","LRRC56"
"TNS2","MsAge7K_07","TNS2"
"SUPT3H","MsAge7K_08","SUPT3H"
"ELOVL7","MsAge7K_01","ELOVL7"
"COL27A1","MsAge7K_00","COL27A1"
"TMEM215","MsAge7K_00","TMEM215"
"AMPD3","MsAge7K_00","AMPD3"
"PROS1","MsAge7K_04","PROS1"
"ENPP2","MsAge7K_00","ENPP2"
"WNT7A","MsAge7K_00","WNT7A"
"HMGA1","MsAge7K_00","HMGA1"
"FAM98C","MsAge7K_00","FAM98C"
"CFAP100","MsAge7K_00","CFAP100"
"SLC16A6","MsAge7K_00","SLC16A6"
"NTF3","MsAge7K_00","NTF3"
"FOSL2","MsAge7K_05","FOSL2"
"GSTM1","MsAge7K_00","GSTM1"
"DTX3L","MsAge7K_00","DTX3L"
"JRK","MsAge7K_00","JRK"
"PLCD3","MsAge7K_02","PLCD3"
"EIF2AK2","MsAge7K_04","EIF2AK2"
"LRRC27","MsAge7K_00","LRRC27"
"LINGO3","MsAge7K_00","LINGO3"
"TM4SF1","MsAge7K_00","TM4SF1"
"ELOVL1","MsAge7K_01","ELOVL1"
"COL20A1","MsAge7K_00","COL20A1"
"SUSD5","MsAge7K_00","SUSD5"
"FGF18","MsAge7K_00","FGF18"
"GINS3","MsAge7K_00","GINS3"
"CALCRL","MsAge7K_00","CALCRL"
"NT5DC1","MsAge7K_00","NT5DC1"
"SULT2B1","MsAge7K_00","SULT2B1"
"POU2F1","MsAge7K_00","POU2F1"
"CMC1","MsAge7K_00","CMC1"
"AKAP12","MsAge7K_07","AKAP12"
"VANGL1","MsAge7K_00","VANGL1"
"LCP1","MsAge7K_00","LCP1"
"NCKAP1L","MsAge7K_00","NCKAP1L"
"LRCH3","MsAge7K_03","LRCH3"
"GFRA2","MsAge7K_00","GFRA2"
"SPSB3","MsAge7K_00","SPSB3"
"ST3GAL1","MsAge7K_02","ST3GAL1"
"CHEK2","MsAge7K_00","CHEK2"
"OGFOD3","MsAge7K_00","OGFOD3"
"HTR7","MsAge7K_05","HTR7"
"TRMT112","MsAge7K_12","TRMT112"
"ERBIN","MsAge7K_09","ERBIN"
"FZD7","MsAge7K_00","FZD7"
"PPP3CC","MsAge7K_00","PPP3CC"
"CENPT","MsAge7K_00","CENPT"
"PDGFD","MsAge7K_00","PDGFD"
"NAIF1","MsAge7K_00","NAIF1"
"PPP1R3D","MsAge7K_00","PPP1R3D"
"ZNF845","MsAge7K_00","ZNF845"
"SERINC2","MsAge7K_00","SERINC2"
"PAFAH1B3","MsAge7K_00","PAFAH1B3"
"MRPS18B","MsAge7K_00","MRPS18B"
"SLC16A10","MsAge7K_00","SLC16A10"
"ELMO3","MsAge7K_00","ELMO3"
"LDHD","MsAge7K_00","LDHD"
"LINGO2","MsAge7K_08","LINGO2"
"TLL1","MsAge7K_00","TLL1"
"MYRFL","MsAge7K_00","MYRFL"
"ZBED9","MsAge7K_00","ZBED9"
"NINL","MsAge7K_00","NINL"
"CD93","MsAge7K_01","CD93"
"WDR76","MsAge7K_00","WDR76"
"POLR2K","MsAge7K_10","POLR2K"
"MAFB","MsAge7K_00","MAFB"
"TMEM119","MsAge7K_04","TMEM119"
"SPRY1","MsAge7K_00","SPRY1"
"ANAPC13","MsAge7K_10","ANAPC13"
"CALR3","MsAge7K_00","CALR3"
"PGM5","MsAge7K_00","PGM5"
"YY1AP1","MsAge7K_00","YY1AP1"
"GON4L","MsAge7K_00","GON4L"
"NADSYN1","MsAge7K_00","NADSYN1"
"MRPS28","MsAge7K_00","MRPS28"
"USHBP1","MsAge7K_00","USHBP1"
"CHST9","MsAge7K_00","CHST9"
"BLVRB","MsAge7K_00","BLVRB"
"ARHGAP24","MsAge7K_00","ARHGAP24"
"ZNF853","MsAge7K_00","ZNF853"
"PRKG1","MsAge7K_08","PRKG1"
"MRGPRE","MsAge7K_00","MRGPRE"
"FGF10","MsAge7K_00","FGF10"
"SLC12A4","MsAge7K_00","SLC12A4"
"PRXL2C","MsAge7K_00","PRXL2C"
"RHOC","MsAge7K_00","RHOC"
"MPC1","MsAge7K_00","MPC1"
"GREM1","MsAge7K_00","GREM1"
"DHRS4L2","MsAge7K_00","DHRS4L2"
"DHRS4","MsAge7K_00","DHRS4"
"SVOPL","MsAge7K_00","SVOPL"
"NUDT17","MsAge7K_00","NUDT17"
"HELLS","MsAge7K_00","HELLS"
"FXYD6","MsAge7K_05","FXYD6"
"TRMO","MsAge7K_00","TRMO"
"EFNB2","MsAge7K_05","EFNB2"
"MCF2","MsAge7K_00","MCF2"
"LAMA5","MsAge7K_00","LAMA5"
"RPS27L","MsAge7K_00","RPS27L"
"CD55","MsAge7K_00","CD55"
"KLF8","MsAge7K_00","KLF8"
"PER1","MsAge7K_13","PER1"
"CERCAM","MsAge7K_00","CERCAM"
"ZNF423","MsAge7K_00","ZNF423"
"CYYR1","MsAge7K_00","CYYR1"
"NDUFAF6","MsAge7K_00","NDUFAF6"
"TMEM132C","MsAge7K_00","TMEM132C"
"GPRIN3","MsAge7K_00","GPRIN3"
"ZNF747","MsAge7K_00","ZNF747"
"ZNF764","MsAge7K_00","ZNF764"
"HTR1B","MsAge7K_00","HTR1B"
"IRF1","MsAge7K_00","IRF1"
"NFIL3","MsAge7K_00","NFIL3"
"ATP5MD","MsAge7K_10","ATP5MD"
"ALDH16A1","MsAge7K_00","ALDH16A1"
"HEY2","MsAge7K_00","HEY2"
"NINJ1","MsAge7K_00","NINJ1"
"BCAR3","MsAge7K_00","BCAR3"
"ENO4","MsAge7K_00","ENO4"
"FANCB","MsAge7K_00","FANCB"
"EGFLAM","MsAge7K_00","EGFLAM"
"ZNF628","MsAge7K_00","ZNF628"
"GTF3C5","MsAge7K_00","GTF3C5"
"B3GAT2","MsAge7K_00","B3GAT2"
"DPYSL5","MsAge7K_00","DPYSL5"
"MICAL1","MsAge7K_00","MICAL1"
"RASGRP2","MsAge7K_00","RASGRP2"
"KBTBD8","MsAge7K_00","KBTBD8"
"FAM228B","MsAge7K_17","FAM228B"
"C4orf47","MsAge7K_00","C4orf47"
"IL17RC","MsAge7K_00","IL17RC"
"TIFA","MsAge7K_00","TIFA"
"ETFBKMT","MsAge7K_00","ETFBKMT"
"HIVEP1","MsAge7K_02","HIVEP1"
"PLEKHG1","MsAge7K_01","PLEKHG1"
"CCNE2","MsAge7K_00","CCNE2"
"EPOR","MsAge7K_00","EPOR"
"HAP1","MsAge7K_05","HAP1"
"XRCC2","MsAge7K_00","XRCC2"
"DUSP6","MsAge7K_13","DUSP6"
"C20orf96","MsAge7K_00","C20orf96"
"TMEM170A","MsAge7K_00","TMEM170A"
"TRPT1","MsAge7K_00","TRPT1"
"POLD1","MsAge7K_00","POLD1"
"VWA3B","MsAge7K_00","VWA3B"
"DZANK1","MsAge7K_00","DZANK1"
"CABYR","MsAge7K_02","CABYR"
"TTC33","MsAge7K_00","TTC33"
"ZNF483","MsAge7K_03","ZNF483"
"ABCB1","MsAge7K_00","ABCB1"
"RRAS","MsAge7K_00","RRAS"
"JPT2","MsAge7K_00","JPT2"
"PLXNA1","MsAge7K_03","PLXNA1"
"RAI2","MsAge7K_00","RAI2"
"COL5A2","MsAge7K_00","COL5A2"
"PIH1D2","MsAge7K_00","PIH1D2"
"SLC26A6","MsAge7K_01","SLC26A6"
"SYDE2","MsAge7K_00","SYDE2"
"OR1F1","MsAge7K_00","OR1F1"
"CA7","MsAge7K_00","CA7"
"C3orf33","MsAge7K_00","C3orf33"
"ALMS1","MsAge7K_03","ALMS1"
"CTXN2","MsAge7K_00","CTXN2"
"YBEY","MsAge7K_00","YBEY"
"CRTAP","MsAge7K_00","CRTAP"
"SERTAD4","MsAge7K_11","SERTAD4"
"ERICH1","MsAge7K_00","ERICH1"
"DNAH1","MsAge7K_00","DNAH1"
"TEKT5","MsAge7K_00","TEKT5"
"TUFT1","MsAge7K_00","TUFT1"
"XKR8","MsAge7K_00","XKR8"
"POLH","MsAge7K_00","POLH"
"ANKRD34B","MsAge7K_00","ANKRD34B"
"DNASE2","MsAge7K_00","DNASE2"
"ELOA3B","MsAge7K_00","ELOA3B"
"ELOA3","MsAge7K_00","ELOA3"
"ELOA3C","MsAge7K_00","ELOA3C"
"ELOA2","MsAge7K_00","ELOA2"
"ELOA3D","MsAge7K_00","ELOA3D"
"NEMP1","MsAge7K_00","NEMP1"
"CFAP70","MsAge7K_00","CFAP70"
"APLN","MsAge7K_02","APLN"
"TPK1","MsAge7K_00","TPK1"
"HAUS8","MsAge7K_00","HAUS8"
"SPIDR","MsAge7K_00","SPIDR"
"TOE1","MsAge7K_00","TOE1"
"PHLDA3","MsAge7K_01","PHLDA3"
"NRDE2","MsAge7K_11","NRDE2"
"ZNF354A","MsAge7K_00","ZNF354A"
"DRD5","MsAge7K_00","DRD5"
"REST","MsAge7K_00","REST"
"SFT2D3","MsAge7K_00","SFT2D3"
"THOC6","MsAge7K_00","THOC6"
"MEF2A","MsAge7K_00","MEF2A"
"SEMA5A","MsAge7K_11","SEMA5A"
"TMEM88B","MsAge7K_09","TMEM88B"
"PAX6","MsAge7K_00","PAX6"
"CDH24","MsAge7K_01","CDH24"
"ZSCAN2","MsAge7K_00","ZSCAN2"
"SFI1","MsAge7K_04","SFI1"
"GLIS3","MsAge7K_08","GLIS3"
"SHISA2","MsAge7K_00","SHISA2"
"CPT2","MsAge7K_00","CPT2"
"CDCA4","MsAge7K_00","CDCA4"
"WDPCP","MsAge7K_00","WDPCP"
"ERH","MsAge7K_00","ERH"
"SLC25A24","MsAge7K_00","SLC25A24"
"SP2","MsAge7K_00","SP2"
"XRCC6","MsAge7K_00","XRCC6"
"CMTM8","MsAge7K_00","CMTM8"
"FGF14","MsAge7K_08","FGF14"
"RFX2","MsAge7K_00","RFX2"
"MEX3D","MsAge7K_13","MEX3D"
"DACH1","MsAge7K_00","DACH1"
"ITPRIPL2","MsAge7K_00","ITPRIPL2"
"FXYD1","MsAge7K_00","FXYD1"
"BICRAL","MsAge7K_00","BICRAL"
"POLQ","MsAge7K_00","POLQ"
"UBAP1L","MsAge7K_00","UBAP1L"
"SPATA1","MsAge7K_00","SPATA1"
"NDNF","MsAge7K_06","NDNF"
"MED11","MsAge7K_00","MED11"
"HRH2","MsAge7K_00","HRH2"
"SHE","MsAge7K_00","SHE"
"C16orf46","MsAge7K_00","C16orf46"
"PLOD1","MsAge7K_01","PLOD1"
"C7orf50","MsAge7K_00","C7orf50"
"B4GALT1","MsAge7K_01","B4GALT1"
"DAPP1","MsAge7K_00","DAPP1"
"ATP2A3","MsAge7K_00","ATP2A3"
"SARDH","MsAge7K_00","SARDH"
