"","Module","Gene"
"SOCS3","MsAge7K_00","SOCS3"
"ZNF488","MsAge7K_01","ZNF488"
"CAVIN4","MsAge7K_00","CAVIN4"
"COPZ2","MsAge7K_00","COPZ2"
"BHLHA9","MsAge7K_00","BHLHA9"
"TRIM72","MsAge7K_00","TRIM72"
"FIGNL1","MsAge7K_00","FIGNL1"
"GNG13","MsAge7K_16","GNG13"
"GIMAP6","MsAge7K_00","GIMAP6"
"KRT77","MsAge7K_05","KRT77"
"TUBB6","MsAge7K_00","TUBB6"
"GIF","MsAge7K_00","GIF"
"MAP10","MsAge7K_00","MAP10"
"TNFAIP6","MsAge7K_09","TNFAIP6"
"TMEM238","MsAge7K_00","TMEM238"
"ATOH8","MsAge7K_00","ATOH8"
"TRIM15","MsAge7K_00","TRIM15"
"TIFAB","MsAge7K_00","TIFAB"
"FHOD1","MsAge7K_00","FHOD1"
"TGFBI","MsAge7K_00","TGFBI"
"MROH8","MsAge7K_00","MROH8"
"CDK15","MsAge7K_00","CDK15"
"TMIGD3","MsAge7K_00","TMIGD3"
"DUSP5","MsAge7K_13","DUSP5"
"ADORA2B","MsAge7K_00","ADORA2B"
"LRIG3","MsAge7K_00","LRIG3"
"LOXL1","MsAge7K_00","LOXL1"
"F2RL3","MsAge7K_00","F2RL3"
"FBXL8","MsAge7K_00","FBXL8"
"MROH5","MsAge7K_00","MROH5"
"ADAM32","MsAge7K_00","ADAM32"
"KIAA2012","MsAge7K_00","KIAA2012"
"PDE6H","MsAge7K_00","PDE6H"
"ITGB3","MsAge7K_00","ITGB3"
"C16orf96","MsAge7K_00","C16orf96"
"PASK","MsAge7K_00","PASK"
"PRSS50","MsAge7K_00","PRSS50"
"CDH18","MsAge7K_02","CDH18"
"LRRC39","MsAge7K_00","LRRC39"
"BOLL","MsAge7K_00","BOLL"
"REG1A","MsAge7K_00","REG1A"
"TRIM7","MsAge7K_00","TRIM7"
"CPNE2","MsAge7K_05","CPNE2"
"VAV1","MsAge7K_00","VAV1"
"CIDEB","MsAge7K_00","CIDEB"
"SLC2A4","MsAge7K_00","SLC2A4"
"COL11A1","MsAge7K_00","COL11A1"
"GJA3","MsAge7K_00","GJA3"
"GGN","MsAge7K_00","GGN"
"NPR1","MsAge7K_00","NPR1"
"STYXL1","MsAge7K_00","STYXL1"
"VSIG10L","MsAge7K_00","VSIG10L"
"COMMD1","MsAge7K_00","COMMD1"
"SYNPO2","MsAge7K_00","SYNPO2"
"PQLC3","MsAge7K_00","PQLC3"
"P2RX3","MsAge7K_00","P2RX3"
"CARNS1","MsAge7K_01","CARNS1"
"MARVELD3","MsAge7K_00","MARVELD3"
"MYOCD","MsAge7K_00","MYOCD"
"MPEG1","MsAge7K_04","MPEG1"
"FGF17","MsAge7K_00","FGF17"
"ZNF558","MsAge7K_00","ZNF558"
"ADAM21","MsAge7K_00","ADAM21"
"SYS1-DBNDD2","MsAge7K_00","SYS1-DBNDD2"
"GRM8","MsAge7K_02","GRM8"
"SRPX2","MsAge7K_00","SRPX2"
"REEP4","MsAge7K_00","REEP4"
"KCNV2","MsAge7K_00","KCNV2"
"SNTG2","MsAge7K_00","SNTG2"
"CXorf36","MsAge7K_00","CXorf36"
"OR51V1","MsAge7K_00","OR51V1"
"ZFP57","MsAge7K_01","ZFP57"
"GPR1","MsAge7K_00","GPR1"
"OR10AG1","MsAge7K_00","OR10AG1"
"CENPA","MsAge7K_00","CENPA"
"P2RY6","MsAge7K_00","P2RY6"
"REM1","MsAge7K_00","REM1"
"APOL4","MsAge7K_00","APOL4"
"APOL2","MsAge7K_00","APOL2"
"APOL1","MsAge7K_00","APOL1"
"KDF1","MsAge7K_00","KDF1"
"ACAT2","MsAge7K_00","ACAT2"
"FZD9","MsAge7K_00","FZD9"
"ZNF250","MsAge7K_00","ZNF250"
"SH3TC2","MsAge7K_00","SH3TC2"
"MCM10","MsAge7K_00","MCM10"
"PGPEP1L","MsAge7K_00","PGPEP1L"
"FAM71D","MsAge7K_00","FAM71D"
"TAS1R3","MsAge7K_00","TAS1R3"
"MFAP2","MsAge7K_00","MFAP2"
"IRAK3","MsAge7K_00","IRAK3"
"TIPARP","MsAge7K_13","TIPARP"
"LIPG","MsAge7K_00","LIPG"
"FZD8","MsAge7K_00","FZD8"
"PDYN","MsAge7K_00","PDYN"
"CMBL","MsAge7K_02","CMBL"
"NCMAP","MsAge7K_00","NCMAP"
"FAM222A","MsAge7K_01","FAM222A"
"ALOX5AP","MsAge7K_00","ALOX5AP"
"ZNF541","MsAge7K_00","ZNF541"
"SERPINC1","MsAge7K_00","SERPINC1"
"TRIM71","MsAge7K_00","TRIM71"
"OIP5","MsAge7K_00","OIP5"
"STC1","MsAge7K_00","STC1"
"FBLN7","MsAge7K_00","FBLN7"
"GCH1","MsAge7K_00","GCH1"
"TSPO","MsAge7K_00","TSPO"
"FBXO17","MsAge7K_00","FBXO17"
"TAC3","MsAge7K_00","TAC3"
"PPEF1","MsAge7K_00","PPEF1"
"SYNJ2BP-COX16","MsAge7K_00","SYNJ2BP-COX16"
"CNGA4","MsAge7K_00","CNGA4"
"VEGFC","MsAge7K_00","VEGFC"
"TRPV6","MsAge7K_02","TRPV6"
"ATP8B1","MsAge7K_09","ATP8B1"
"MRVI1","MsAge7K_00","MRVI1"
"UNC45B","MsAge7K_00","UNC45B"
"C11orf71","MsAge7K_00","C11orf71"
"SLC5A5","MsAge7K_05","SLC5A5"
"NRROS","MsAge7K_00","NRROS"
"CBY3","MsAge7K_00","CBY3"
"TMEM150C","MsAge7K_00","TMEM150C"
"ALDH1L2","MsAge7K_00","ALDH1L2"
"SLCO2A1","MsAge7K_00","SLCO2A1"
"HPDL","MsAge7K_11","HPDL"
"PPP1R13L","MsAge7K_00","PPP1R13L"
"METRN","MsAge7K_00","METRN"
"GPR160","MsAge7K_00","GPR160"
"CYBRD1","MsAge7K_00","CYBRD1"
"LRRC55","MsAge7K_00","LRRC55"
"CDH23","MsAge7K_00","CDH23"
"SNAI1","MsAge7K_00","SNAI1"
"SSC5D","MsAge7K_00","SSC5D"
"LIMA1","MsAge7K_00","LIMA1"
"RIPK4","MsAge7K_00","RIPK4"
"KCTD16","MsAge7K_08","KCTD16"
"GXYLT2","MsAge7K_00","GXYLT2"
"MXRA8","MsAge7K_00","MXRA8"
"SLC15A1","MsAge7K_00","SLC15A1"
"COX20","MsAge7K_00","COX20"
"TMEM117","MsAge7K_08","TMEM117"
"ENPP3","MsAge7K_00","ENPP3"
"SLC23A1","MsAge7K_00","SLC23A1"
"GAL3ST1","MsAge7K_01","GAL3ST1"
"MAP3K8","MsAge7K_00","MAP3K8"
"DPY19L2","MsAge7K_00","DPY19L2"
"RP1","MsAge7K_00","RP1"
"FXYD4","MsAge7K_00","FXYD4"
"TTC32","MsAge7K_00","TTC32"
"ERG","MsAge7K_00","ERG"
"ARFIP1","MsAge7K_00","ARFIP1"
"ZDHHC19","MsAge7K_00","ZDHHC19"
"CYP2S1","MsAge7K_00","CYP2S1"
"EGFL7","MsAge7K_00","EGFL7"
"KLHDC7B","MsAge7K_02","KLHDC7B"
"SPNS3","MsAge7K_00","SPNS3"
"EIF2S3","MsAge7K_00","EIF2S3"
"EIF2S3B","MsAge7K_00","EIF2S3B"
"CLDN34","MsAge7K_00","CLDN34"
"PLAGL1","MsAge7K_05","PLAGL1"
"C14orf39","MsAge7K_00","C14orf39"
"S100B","MsAge7K_00","S100B"
"PER2","MsAge7K_00","PER2"
"ICAM2","MsAge7K_00","ICAM2"
"TMEM82","MsAge7K_00","TMEM82"
"PMP22","MsAge7K_09","PMP22"
"MIS18BP1","MsAge7K_00","MIS18BP1"
"LGR5","MsAge7K_00","LGR5"
"RPL3L","MsAge7K_00","RPL3L"
"GON7","MsAge7K_00","GON7"
"GIPR","MsAge7K_00","GIPR"
"MEF2C","MsAge7K_02","MEF2C"
"ITPRID1","MsAge7K_00","ITPRID1"
"EXD1","MsAge7K_00","EXD1"
"KIAA1210","MsAge7K_00","KIAA1210"
"HES7","MsAge7K_00","HES7"
"SLC12A7","MsAge7K_00","SLC12A7"
"ZNF233","MsAge7K_00","ZNF233"
"KRT8","MsAge7K_00","KRT8"
"ZFP92","MsAge7K_00","ZFP92"
"PCOLCE","MsAge7K_00","PCOLCE"
"ANKRD39","MsAge7K_00","ANKRD39"
"ESRRB","MsAge7K_00","ESRRB"
"CP","MsAge7K_07","CP"
"CPNE9","MsAge7K_00","CPNE9"
"TNFRSF14","MsAge7K_00","TNFRSF14"
"ADGRE5","MsAge7K_00","ADGRE5"
"TRIM66","MsAge7K_02","TRIM66"
"IL10RA","MsAge7K_00","IL10RA"
"ANKMY1","MsAge7K_00","ANKMY1"
"VWA1","MsAge7K_00","VWA1"
"GATA2","MsAge7K_00","GATA2"
"HAAO","MsAge7K_00","HAAO"
"ALDH6A1","MsAge7K_00","ALDH6A1"
"GMNC","MsAge7K_00","GMNC"
"MYLPF","MsAge7K_00","MYLPF"
"FANCF","MsAge7K_00","FANCF"
"PARP10","MsAge7K_00","PARP10"
"COX6B2","MsAge7K_00","COX6B2"
"MYL1","MsAge7K_00","MYL1"
"BIN2","MsAge7K_00","BIN2"
"PLEKHS1","MsAge7K_00","PLEKHS1"
"C4orf54","MsAge7K_00","C4orf54"
"GNB4","MsAge7K_01","GNB4"
"C1orf100","MsAge7K_00","C1orf100"
"C4BPA","MsAge7K_00","C4BPA"
"CIITA","MsAge7K_00","CIITA"
"CCDC60","MsAge7K_00","CCDC60"
"CCDC62","MsAge7K_00","CCDC62"
"PRRT4","MsAge7K_00","PRRT4"
"OSCAR","MsAge7K_00","OSCAR"
"LGR6","MsAge7K_00","LGR6"
"SIGIRR","MsAge7K_00","SIGIRR"
"MARCH10","MsAge7K_00","MARCH10"
"KCNJ5","MsAge7K_00","KCNJ5"
"KRT26","MsAge7K_00","KRT26"
"PRTN3","MsAge7K_00","PRTN3"
"ABCC6","MsAge7K_00","ABCC6"
"SLFN5","MsAge7K_00","SLFN5"
"GAS2L3","MsAge7K_00","GAS2L3"
"SHROOM3","MsAge7K_00","SHROOM3"
"CARHSP1","MsAge7K_01","CARHSP1"
"FAM227B","MsAge7K_00","FAM227B"
"SOX3","MsAge7K_00","SOX3"
"RASA4B","MsAge7K_00","RASA4B"
"RASA4","MsAge7K_00","RASA4"
"ECM1","MsAge7K_00","ECM1"
"KLC3","MsAge7K_00","KLC3"
"LNX2","MsAge7K_00","LNX2"
"ZNF570","MsAge7K_00","ZNF570"
"ANTXR2","MsAge7K_00","ANTXR2"
"MSANTD1","MsAge7K_00","MSANTD1"
"MMP2","MsAge7K_00","MMP2"
"RHBDL2","MsAge7K_00","RHBDL2"
"PPEF2","MsAge7K_00","PPEF2"
"KCTD11","MsAge7K_00","KCTD11"
"CEBPB","MsAge7K_00","CEBPB"
"TLR5","MsAge7K_00","TLR5"
"SSX2B","MsAge7K_00","SSX2B"
"SSX7","MsAge7K_00","SSX7"
"SSX2","MsAge7K_00","SSX2"
"C11orf52","MsAge7K_00","C11orf52"
"NR4A2","MsAge7K_02","NR4A2"
"KRTCAP3","MsAge7K_00","KRTCAP3"
"NCF2","MsAge7K_00","NCF2"
"KPNA2","MsAge7K_00","KPNA2"
"CDCA7","MsAge7K_00","CDCA7"
"HHATL","MsAge7K_00","HHATL"
"ARHGEF16","MsAge7K_00","ARHGEF16"
"KIF26A","MsAge7K_00","KIF26A"
"CLEC18C","MsAge7K_00","CLEC18C"
"CLEC18B","MsAge7K_00","CLEC18B"
"CLEC18A","MsAge7K_00","CLEC18A"
"CAPS2","MsAge7K_00","CAPS2"
"ADSSL1","MsAge7K_09","ADSSL1"
"CLDN3","MsAge7K_00","CLDN3"
"MARCH11","MsAge7K_00","MARCH11"
"RCN3","MsAge7K_00","RCN3"
"HCLS1","MsAge7K_00","HCLS1"
"HPSE2","MsAge7K_00","HPSE2"
"MAP3K21","MsAge7K_00","MAP3K21"
"PABPC4L","MsAge7K_00","PABPC4L"
"GRM4","MsAge7K_02","GRM4"
"SALL4","MsAge7K_00","SALL4"
"TYK2","MsAge7K_00","TYK2"
"RPL13A","MsAge7K_00","RPL13A"
"NAT1","MsAge7K_00","NAT1"
"NAT2","MsAge7K_00","NAT2"
"ANKEF1","MsAge7K_00","ANKEF1"
"RHOJ","MsAge7K_00","RHOJ"
"MMP12","MsAge7K_04","MMP12"
"DMTF1","MsAge7K_00","DMTF1"
"IL20RB","MsAge7K_00","IL20RB"
"CFAP46","MsAge7K_14","CFAP46"
"BMPER","MsAge7K_02","BMPER"
"AK9","MsAge7K_00","AK9"
"TIGIT","MsAge7K_00","TIGIT"
"CDCA8","MsAge7K_00","CDCA8"
"TRAM2","MsAge7K_00","TRAM2"
"SPAG4","MsAge7K_00","SPAG4"
"MME","MsAge7K_00","MME"
"TRIP13","MsAge7K_00","TRIP13"
"AMHR2","MsAge7K_00","AMHR2"
"PIM1","MsAge7K_00","PIM1"
"MAFA","MsAge7K_00","MAFA"
"GPR179","MsAge7K_00","GPR179"
"CD109","MsAge7K_17","CD109"
"SNRPN","MsAge7K_00","SNRPN"
"KNL1","MsAge7K_00","KNL1"
"GRHL2","MsAge7K_00","GRHL2"
"SALL3","MsAge7K_00","SALL3"
"FBXL15","MsAge7K_00","FBXL15"
"ASCL1","MsAge7K_00","ASCL1"
"PROSER3","MsAge7K_00","PROSER3"
"TAS1R1","MsAge7K_00","TAS1R1"
"PEX11G","MsAge7K_00","PEX11G"
"CYP4V2","MsAge7K_00","CYP4V2"
"TGM7","MsAge7K_00","TGM7"
"GNG3","MsAge7K_00","GNG3"
"MYBPH","MsAge7K_00","MYBPH"
"SEC16B","MsAge7K_00","SEC16B"
"REXO5","MsAge7K_00","REXO5"
"RSPH14","MsAge7K_00","RSPH14"
"PLCXD3","MsAge7K_05","PLCXD3"
"C17orf53","MsAge7K_00","C17orf53"
"DNTT","MsAge7K_00","DNTT"
"CHRNA1","MsAge7K_00","CHRNA1"
"MDFI","MsAge7K_00","MDFI"
"TGM6","MsAge7K_00","TGM6"
"NDUFA4L2","MsAge7K_00","NDUFA4L2"
"NEIL2","MsAge7K_00","NEIL2"
"UBC","MsAge7K_00","UBC"
"KCNH5","MsAge7K_00","KCNH5"
"NUAK2","MsAge7K_00","NUAK2"
"ADAM8","MsAge7K_00","ADAM8"
"PAPPA2","MsAge7K_00","PAPPA2"
"HCRTR2","MsAge7K_00","HCRTR2"
"FCGR2A","MsAge7K_04","FCGR2A"
"FCGR2B","MsAge7K_04","FCGR2B"
"FCGR2C","MsAge7K_04","FCGR2C"
"RTL4","MsAge7K_08","RTL4"
"RSPH10B","MsAge7K_00","RSPH10B"
"RSPH10B2","MsAge7K_00","RSPH10B2"
"FBXL22","MsAge7K_00","FBXL22"
"NEU3","MsAge7K_00","NEU3"
"COLEC11","MsAge7K_00","COLEC11"
"ARHGAP11B","MsAge7K_00","ARHGAP11B"
"ARHGAP11A","MsAge7K_00","ARHGAP11A"
"LRRC34","MsAge7K_00","LRRC34"
"TTC39A","MsAge7K_00","TTC39A"
"DLEU7","MsAge7K_02","DLEU7"
"C17orf58","MsAge7K_00","C17orf58"
"C1orf112","MsAge7K_00","C1orf112"
"PRAP1","MsAge7K_00","PRAP1"
"ZNF511-PRAP1","MsAge7K_00","ZNF511-PRAP1"
"MYO15A","MsAge7K_00","MYO15A"
"WNK4","MsAge7K_00","WNK4"
"PAMR1","MsAge7K_02","PAMR1"
"CUX2","MsAge7K_02","CUX2"
"CKS1B","MsAge7K_00","CKS1B"
"TMC5","MsAge7K_00","TMC5"
"TRIM43","MsAge7K_00","TRIM43"
"TRIM43B","MsAge7K_00","TRIM43B"
"KLHDC8A","MsAge7K_02","KLHDC8A"
"SCARNA2","MsAge7K_00","SCARNA2"
"NKD2","MsAge7K_00","NKD2"
"SLFN12L","MsAge7K_00","SLFN12L"
"SLFN12","MsAge7K_00","SLFN12"
"PLB1","MsAge7K_00","PLB1"
"IQANK1","MsAge7K_00","IQANK1"
"IYD","MsAge7K_01","IYD"
"HLX","MsAge7K_00","HLX"
"NYNRIN","MsAge7K_00","NYNRIN"
"PPP1R3F","MsAge7K_00","PPP1R3F"
"GAB3","MsAge7K_00","GAB3"
"TRAPPC6A","MsAge7K_00","TRAPPC6A"
"WDR62","MsAge7K_00","WDR62"
"CHI3L1","MsAge7K_00","CHI3L1"
"PAX5","MsAge7K_00","PAX5"
"MMEL1","MsAge7K_00","MMEL1"
"LRRC26","MsAge7K_00","LRRC26"
"ACKR2","MsAge7K_00","ACKR2"
"NPM3","MsAge7K_00","NPM3"
"FCHSD1","MsAge7K_00","FCHSD1"
"PIK3R6","MsAge7K_00","PIK3R6"
"SOX17","MsAge7K_00","SOX17"
"ATP10A","MsAge7K_00","ATP10A"
"CARD10","MsAge7K_00","CARD10"
"DCTPP1","MsAge7K_00","DCTPP1"
"CAPN12","MsAge7K_00","CAPN12"
"SCARF2","MsAge7K_00","SCARF2"
"AGTR2","MsAge7K_00","AGTR2"
"SPN","MsAge7K_00","SPN"
"COMTD1","MsAge7K_00","COMTD1"
"SAMSN1","MsAge7K_00","SAMSN1"
"PERP","MsAge7K_00","PERP"
"FES","MsAge7K_00","FES"
"LMX1A","MsAge7K_00","LMX1A"
"COL18A1","MsAge7K_00","COL18A1"
"KCNU1","MsAge7K_00","KCNU1"
"SCARF1","MsAge7K_00","SCARF1"
"DSC2","MsAge7K_00","DSC2"
"S100A11","MsAge7K_00","S100A11"
"PPP1R42","MsAge7K_00","PPP1R42"
"EXO1","MsAge7K_00","EXO1"
"C1orf74","MsAge7K_00","C1orf74"
"OR4E1","MsAge7K_00","OR4E1"
"UXT","MsAge7K_00","UXT"
"PDZD9","MsAge7K_00","PDZD9"
"MSS51","MsAge7K_00","MSS51"
"PKDREJ","MsAge7K_00","PKDREJ"
"RARB","MsAge7K_00","RARB"
"ACSS3","MsAge7K_00","ACSS3"
"AGBL1","MsAge7K_00","AGBL1"
"HPN","MsAge7K_00","HPN"
"BTC","MsAge7K_00","BTC"
"MED7","MsAge7K_00","MED7"
"MGST1","MsAge7K_00","MGST1"
"SOCS1","MsAge7K_00","SOCS1"
"SDR42E2","MsAge7K_00","SDR42E2"
"C1orf122","MsAge7K_00","C1orf122"
"MOCOS","MsAge7K_00","MOCOS"
"DUOX1","MsAge7K_00","DUOX1"
"CCDC85B","MsAge7K_00","CCDC85B"
"FAP","MsAge7K_00","FAP"
"TCAP","MsAge7K_00","TCAP"
"BCL2L2-PABPN1","MsAge7K_00","BCL2L2-PABPN1"
"TGIF1","MsAge7K_00","TGIF1"
"OPN1MW","MsAge7K_00","OPN1MW"
"OPN1LW","MsAge7K_00","OPN1LW"
"OPN1MW3","MsAge7K_00","OPN1MW3"
"OPN1MW2","MsAge7K_00","OPN1MW2"
"ASB5","MsAge7K_00","ASB5"
"STAB1","MsAge7K_15","STAB1"
"NAA38","MsAge7K_00","NAA38"
"SCIN","MsAge7K_00","SCIN"
"BRINP3","MsAge7K_02","BRINP3"
"PRRG4","MsAge7K_00","PRRG4"
"NFKB2","MsAge7K_00","NFKB2"
"SMIM22","MsAge7K_00","SMIM22"
"CCDC17","MsAge7K_00","CCDC17"
"UTP23","MsAge7K_00","UTP23"
"FBLN1","MsAge7K_07","FBLN1"
"DOK2","MsAge7K_00","DOK2"
"POLR2L","MsAge7K_12","POLR2L"
"AANAT","MsAge7K_00","AANAT"
"TSPAN18","MsAge7K_15","TSPAN18"
"LSS","MsAge7K_00","LSS"
"C20orf173","MsAge7K_00","C20orf173"
"LY86","MsAge7K_04","LY86"
"SBSPON","MsAge7K_03","SBSPON"
"PDLIM1","MsAge7K_00","PDLIM1"
"NLRP3","MsAge7K_00","NLRP3"
"IFIT2","MsAge7K_04","IFIT2"
"EGLN3","MsAge7K_00","EGLN3"
"CFAP99","MsAge7K_00","CFAP99"
"TPH2","MsAge7K_00","TPH2"
"LPAR4","MsAge7K_00","LPAR4"
"CHRNA4","MsAge7K_02","CHRNA4"
"TSACC","MsAge7K_00","TSACC"
"C14orf180","MsAge7K_00","C14orf180"
"SCARA5","MsAge7K_00","SCARA5"
"KHDC3L","MsAge7K_00","KHDC3L"
"ERI2","MsAge7K_00","ERI2"
"AJUBA","MsAge7K_00","AJUBA"
"C9orf135","MsAge7K_00","C9orf135"
"PLVAP","MsAge7K_00","PLVAP"
"CCDC27","MsAge7K_00","CCDC27"
"FANK1","MsAge7K_00","FANK1"
"ANKRD55","MsAge7K_00","ANKRD55"
"GLTP","MsAge7K_01","GLTP"
"POU3F4","MsAge7K_00","POU3F4"
"MTBP","MsAge7K_00","MTBP"
"ZPLD1","MsAge7K_00","ZPLD1"
"CC2D2B","MsAge7K_00","CC2D2B"
"BIRC7","MsAge7K_00","BIRC7"
"OR5M11","MsAge7K_00","OR5M11"
"KIF18A","MsAge7K_00","KIF18A"
"GLB1L2","MsAge7K_00","GLB1L2"
"ASIC4","MsAge7K_00","ASIC4"
"OR2AP1","MsAge7K_00","OR2AP1"
"TTK","MsAge7K_01","TTK"
"LMOD1","MsAge7K_00","LMOD1"
"MASP2","MsAge7K_00","MASP2"
"ATP5ME","MsAge7K_10","ATP5ME"
"MMS22L","MsAge7K_00","MMS22L"
"CHSY1","MsAge7K_00","CHSY1"
"ZNF23","MsAge7K_00","ZNF23"
"PSTPIP1","MsAge7K_00","PSTPIP1"
"MMP28","MsAge7K_00","MMP28"
"DNASE1L2","MsAge7K_00","DNASE1L2"
"AURKA","MsAge7K_00","AURKA"
"ABCC12","MsAge7K_00","ABCC12"
"LRRK1","MsAge7K_07","LRRK1"
"STC2","MsAge7K_00","STC2"
"TP53RK","MsAge7K_00","TP53RK"
"B3GALT4","MsAge7K_00","B3GALT4"
"PLD4","MsAge7K_04","PLD4"
"GPAT2","MsAge7K_00","GPAT2"
"FOXM1","MsAge7K_00","FOXM1"
"SLC16A12","MsAge7K_00","SLC16A12"
"DLEC1","MsAge7K_00","DLEC1"
"BET1L","MsAge7K_00","BET1L"
"TBC1D2B","MsAge7K_00","TBC1D2B"
"CARD6","MsAge7K_00","CARD6"
"GNA14","MsAge7K_00","GNA14"
"C19orf81","MsAge7K_00","C19orf81"
"HELZ2","MsAge7K_00","HELZ2"
"TEX30","MsAge7K_00","TEX30"
"TNFRSF1B","MsAge7K_00","TNFRSF1B"
"AHNAK","MsAge7K_07","AHNAK"
"TH","MsAge7K_00","TH"
"DNAJC25-GNG10","MsAge7K_00","DNAJC25-GNG10"
"TMEM200B","MsAge7K_00","TMEM200B"
"SYK","MsAge7K_00","SYK"
"DPM3","MsAge7K_00","DPM3"
"NAALADL2","MsAge7K_00","NAALADL2"
"KDM4D","MsAge7K_00","KDM4D"
"PLXNB3","MsAge7K_01","PLXNB3"
"GRK4","MsAge7K_00","GRK4"
"DOCK2","MsAge7K_04","DOCK2"
"KRT5","MsAge7K_00","KRT5"
"TEFM","MsAge7K_00","TEFM"
"AP5B1","MsAge7K_00","AP5B1"
"SPDEF","MsAge7K_00","SPDEF"
"ZNF35","MsAge7K_00","ZNF35"
"GTSE1","MsAge7K_00","GTSE1"
"PTHLH","MsAge7K_00","PTHLH"
"DNAAF1","MsAge7K_00","DNAAF1"
"CIDEA","MsAge7K_00","CIDEA"
"PAQR6","MsAge7K_00","PAQR6"
"CHRM4","MsAge7K_00","CHRM4"
"ZNF521","MsAge7K_06","ZNF521"
"COL26A1","MsAge7K_00","COL26A1"
"ITGA9","MsAge7K_00","ITGA9"
"C19orf57","MsAge7K_00","C19orf57"
"FAM69C","MsAge7K_00","FAM69C"
"TRIM59","MsAge7K_09","TRIM59"
"GLB1L3","MsAge7K_00","GLB1L3"
"C2orf74","MsAge7K_00","C2orf74"
"LAMA3","MsAge7K_00","LAMA3"
"PNMA6E","MsAge7K_00","PNMA6E"
"PNMA6F","MsAge7K_00","PNMA6F"
"GMNN","MsAge7K_00","GMNN"
"TMEM63A","MsAge7K_09","TMEM63A"
"CASP8","MsAge7K_00","CASP8"
"HEBP2","MsAge7K_00","HEBP2"
"LGALS12","MsAge7K_00","LGALS12"
"ARHGAP45","MsAge7K_04","ARHGAP45"
"CCDC116","MsAge7K_00","CCDC116"
"OR4A16","MsAge7K_00","OR4A16"
"STAC","MsAge7K_00","STAC"
"IKZF2","MsAge7K_00","IKZF2"
"PPT2","MsAge7K_00","PPT2"
"IGF2BP2","MsAge7K_00","IGF2BP2"
"UBE3D","MsAge7K_00","UBE3D"
"WFDC1","MsAge7K_00","WFDC1"
"PLEKHG2","MsAge7K_00","PLEKHG2"
"MAATS1","MsAge7K_00","MAATS1"
"CCL17","MsAge7K_00","CCL17"
"MYO1F","MsAge7K_04","MYO1F"
"MTFR2","MsAge7K_00","MTFR2"
"CENPI","MsAge7K_00","CENPI"
"GIMAP4","MsAge7K_00","GIMAP4"
"CCL8","MsAge7K_04","CCL8"
"BLNK","MsAge7K_00","BLNK"
"HIST1H2BJ","MsAge7K_00","HIST1H2BJ"
"POU1F1","MsAge7K_00","POU1F1"
"ASPDH","MsAge7K_00","ASPDH"
"SLC25A45","MsAge7K_00","SLC25A45"
"EFHC1","MsAge7K_00","EFHC1"
"ZFP69","MsAge7K_00","ZFP69"
"KLHL6","MsAge7K_00","KLHL6"
"TJP3","MsAge7K_00","TJP3"
"SPATA16","MsAge7K_00","SPATA16"
"RASSF5","MsAge7K_00","RASSF5"
"GPR156","MsAge7K_00","GPR156"
"PRR22","MsAge7K_00","PRR22"
"SMTN","MsAge7K_00","SMTN"
"STK33","MsAge7K_00","STK33"
"NAALADL1","MsAge7K_00","NAALADL1"
"NMI","MsAge7K_00","NMI"
"ERCC6L","MsAge7K_00","ERCC6L"
"GPR39","MsAge7K_00","GPR39"
"BICC1","MsAge7K_00","BICC1"
"POC1A","MsAge7K_00","POC1A"
"SMYD1","MsAge7K_00","SMYD1"
"MELK","MsAge7K_00","MELK"
"ASAP3","MsAge7K_00","ASAP3"
"SH3TC1","MsAge7K_00","SH3TC1"
"STK32B","MsAge7K_00","STK32B"
"RHNO1","MsAge7K_00","RHNO1"
"RAB11FIP1","MsAge7K_00","RAB11FIP1"
"FBXL7","MsAge7K_08","FBXL7"
"CABP4","MsAge7K_00","CABP4"
"ENTPD2","MsAge7K_00","ENTPD2"
"LIPT1","MsAge7K_00","LIPT1"
"BORCS8","MsAge7K_00","BORCS8"
"LRRC6","MsAge7K_00","LRRC6"
"HILPDA","MsAge7K_00","HILPDA"
"DCX","MsAge7K_01","DCX"
"MORC2","MsAge7K_00","MORC2"
"FAM71E1","MsAge7K_00","FAM71E1"
"BMP6","MsAge7K_07","BMP6"
"PDZD2","MsAge7K_15","PDZD2"
"DYDC2","MsAge7K_00","DYDC2"
"RHOD","MsAge7K_00","RHOD"
"STAT1","MsAge7K_04","STAT1"
"ABHD15","MsAge7K_00","ABHD15"
"OR52K1","MsAge7K_00","OR52K1"
"OR52K2","MsAge7K_00","OR52K2"
"ADAMTSL5","MsAge7K_00","ADAMTSL5"
"ART3","MsAge7K_00","ART3"
"CTRL","MsAge7K_00","CTRL"
"LITAF","MsAge7K_09","LITAF"
"PRR14L","MsAge7K_03","PRR14L"
"SSX5","MsAge7K_00","SSX5"
"SSX3","MsAge7K_00","SSX3"
"SSX1","MsAge7K_00","SSX1"
"NOTUM","MsAge7K_00","NOTUM"
"HK2","MsAge7K_00","HK2"
"BAMBI","MsAge7K_00","BAMBI"
"TGDS","MsAge7K_01","TGDS"
"BEX4","MsAge7K_10","BEX4"
"CCDC14","MsAge7K_00","CCDC14"
"NFKBIA","MsAge7K_00","NFKBIA"
"MFSD2A","MsAge7K_00","MFSD2A"
"TEX9","MsAge7K_00","TEX9"
"MYRF","MsAge7K_01","MYRF"
"KIF14","MsAge7K_00","KIF14"
"MR1","MsAge7K_00","MR1"
